order_id,payment_sequential,payment_type,payment_installments,payment_value
47aa4816b27ba60ec948cd019cc1afc1,1,credit_card,1,132.51
9faeb9b2746b9d7526aef5acb08e2aa0,1,credit_card,4,542.66
641fb0752bf5b5940c376b3a8bb9dc52,1,boleto,1,166.04
e425680f760cbc130be3e53a9773c584,1,boleto,1,368.98
40c5e18f7d112b59b3e5113a59a905b3,1,credit_card,2,113.2
734e7d1bbaeb2ff82521ca0fe6fb6f79,1,credit_card,3,99.43
66e4624ae69e7dc89bd50222b59f581f,1,credit_card,2,27.35
a685d016c8a26f71a0bb67821070e398,1,credit_card,4,43.77
2edfd6d1f0b4cd0db4bf37b1b224d855,1,credit_card,2,68.49
68873cf91053cd11e6b49a766db5af1a,1,credit_card,2,105.53
f346ad4ee8f630e5e4ddaf862a34e6dd,1,credit_card,8,387.8
8f06cc6465925031568537b815f1198d,1,boleto,1,84.14
ccbabeb0b02433bd0fcbac46e70339f2,1,credit_card,4,210.82
688052146432ef8253587b930b01a06d,1,boleto,1,90.05
f271576bed568e896f99eb710cd3a6f8,1,credit_card,1,67.88
686541986ecfb7d9296eb67719973bf0,1,credit_card,2,37.58
68e48e68da1f50f7c5838ea75e3a20dd,1,boleto,1,89.63
b52cc4919de82b4d696a4380d10804a3,1,voucher,1,69.46
fdf128b3630c21adc9ca4fb8a51b68ec,1,credit_card,2,78.3
a6aeb116d2cb5013eb8a94585b71ffef,1,voucher,1,50.8
fa516182d28f96f5f5c651026b0749ee,1,credit_card,1,34
6abaad69b8b349c3a529b4b91ce18e46,1,boleto,1,77.1
974c1993ab8024d3ed16229183c2308d,1,credit_card,5,566.4
82bce245b1c9148f8d19a55b9ff70644,1,credit_card,8,402.42
a910f58086d58b3ae6f37aa712d377b9,2,voucher,1,57.53
bd4bd0194d6d29f83b8557d4b89b572a,1,credit_card,3,44.01
634e8f4c0f6744a626f77f39770ac6aa,1,credit_card,3,187.51
6d25592267349b322799e2beb687871e,1,credit_card,3,77.7
b8801cccd8068de30112e4f49903d74a,1,credit_card,1,48.68
2711a938db643b3f0b62ee2c8a2784aa,1,credit_card,1,77.29
3bc77ce8be27211bac313c2daa402d1a,1,credit_card,8,117.71
10c320f977c6a18f91b2d14be13128c6,1,credit_card,3,169.34
0a4a2fccb27bd83a892fa503987a595b,1,credit_card,1,37.61
e4de6d53ecff736bc68804b0b6e9f635,1,credit_card,1,13.8
6b860b35691d486e45dc98e3514ec5f6,1,debit_card,1,227.12
ec341c54a5ebf8ee0a67a8632aa7579b,1,credit_card,3,34.78
cadbb3657dac2dbbd5b84b12e7b78aad,1,credit_card,10,342.56
9defaf92cff22420e4e8ef7784815a55,1,credit_card,7,73.34
20e0101b20700188cadb288126949685,1,credit_card,4,117.85
0e782c3705510e717d28907746cbda82,1,credit_card,1,48.62
d3d6788577c9592da441752e8a1dd5e3,1,credit_card,1,53.99
86f21bf63784876b9fd6d35f46581d72,1,credit_card,1,51.14
8447ff843b2616c50c0ced28ab1dae03,1,credit_card,2,121.45
f169bd689fb8b32ccd62df9050aebc0b,1,credit_card,1,73.34
77e9941864fc840be8e4b1ba5347c0f7,1,credit_card,10,117.68
41bb5cee06dbf170878a9ef93ac7e7f5,1,credit_card,1,56.77
6a0a8bfbbe700284feb0845d95e0867f,1,credit_card,2,115.59
f7959f8385f34c4f645327465a1c9fc4,1,credit_card,6,60.07
23f553848a03aaab35bb3f9f87725125,1,credit_card,1,27.27
e3447938231fb6ba2fee0231b51eca59,1,boleto,1,32.15
e346cd9299371b18c0b28e8e29a5e376,1,credit_card,3,195.71
a5474c0071dd5d1074e12d417078bbd0,2,voucher,1,43.12
0760a852e4e9d89eb77bf631eaaf1c84,1,credit_card,1,88.49
bb7c5cf4dff9994daeab7c8ee9d287aa,1,credit_card,3,34.09
66d03fb3c4b0f80b5db04ef9c260336d,1,credit_card,1,40.99
a6cd683d4bd3b9b1f0aa37b27f8116d3,1,credit_card,3,71.99
bfe42c22ecbf90bc9f35cf591270b6a7,1,boleto,1,47
e1da8361c76cab67aa3588a1fbf1af54,1,credit_card,3,81.78
af5b0604e113e1526593d505a26ef39d,1,credit_card,3,231.45
9d531c565e28c3e0d756192f84d8731f,1,credit_card,7,144.2
4da3bd761ca73d692ae0f5c252495546,1,debit_card,1,35.14
80d817467dc3d0a4bb5ab8986c962b1f,1,credit_card,10,285.79
c75acba615d2db29345327974641467d,1,credit_card,2,176.7
210e60465099814a1d2c7635e4065153,1,credit_card,2,27.63
8fc207e94fa91a7649c5a5dab690272a,1,credit_card,8,134.56
4b3a605942f29d490cb74bd6ace6b9f0,1,credit_card,4,96.98
1c35ac660d7ef6691b25d20df3d6eccb,1,credit_card,2,110.03
01a75ac3dd000b7628a684be97c29234,1,credit_card,1,17.78
0c6b011f8a4f87010c23995f5807d152,1,credit_card,1,44
ee0c5c649e17808bc4a363d3a80ebf85,1,credit_card,4,110.11
f2fa3795760c35b8c05fa8e2f09d5143,4,voucher,1,22.49
3923e3ade70348985bd2ca389905cf19,1,credit_card,4,46.63
e37797aedc7cd4ef82278fbc169eecaf,1,boleto,1,52.21
35660aec0cc42b6257e24281ee0e6255,1,credit_card,2,61.77
b01875821b8dcb6abc61776f0f971bce,1,boleto,1,121.88
5164933efe0cd14f31424b9badf81f19,1,credit_card,1,75.75
06a6627d9cc91a04e9d146bf65fee0a2,1,credit_card,1,130.22
15bed8e2fec7fdbadb186b57c46c92f2,1,credit_card,3,57.53
5447160f15621601fa9ba2b94f4906b3,1,credit_card,7,76.02
01855f880aae9a984c7c33b26fcf2e02,1,boleto,1,90.17
65312c6e4ce03c0fb633a4ac541949d8,1,credit_card,1,31
741fd1b80f015f170a7f458cf86769b8,1,credit_card,10,106.77
b16cec67cb3f5a4bb31abe8988b43d19,1,voucher,1,163.25
e6190dea235662449d160357e46eaec8,1,boleto,1,233.66
8eeda294fab8a5ed70259afb59a10ff8,1,credit_card,1,163.08
89165e6d4c28047da0adf13ac8b3e1b3,1,credit_card,4,135.93
f376081d7c5f1767fbc7fae2d19ca32e,1,credit_card,1,267.05
4b87488fb6269f8321508923b95da4d6,1,credit_card,7,186.72
e9ce52cd563d0124dced659e69eab10a,2,voucher,1,30
9344ccd01ff5fa7ec2aef0ee7e1c49c3,1,credit_card,4,97.28
f4471dae8c482f51aa1826cd9f5d4433,1,credit_card,1,48.61
aeb4c9d05ab11d7c6c9ca24f8c43bd70,1,boleto,1,116.7
33a3edb84b9df4cb49546859b990ac6d,1,credit_card,1,41.42
9885fff91f7c807525f8320e5292a3db,1,boleto,1,42.19
e7a65190baa4e6fd192246157c0b81fb,1,credit_card,6,125.53
62a12e4d2a742b2491d7c00d2d79bf52,1,credit_card,5,92.76
90349f264a3d6a2525a34598d09dda6b,1,credit_card,8,348.02
95cf9f239f724799131f7ca949209bd9,1,credit_card,2,203.3
04a59fe46fc5aa341da5378c195ed53c,1,credit_card,3,44.35
86b37610c0e86e94afe3d5ba4b73fa14,1,credit_card,10,116.05
5c2d1d55c31db1cbe069dc9b6454b897,1,boleto,1,85.14
1d067305b599c1e0dceb3864056ea527,1,credit_card,4,236.66
abc5ec9ecaec740b498a37f19c29a8c0,1,credit_card,4,220.3
6942b8da583c2f9957e990d028607019,1,credit_card,1,180.55
c3cb4c7c4b963ab08b07a5dca5baf05d,1,boleto,1,45.46
af66c46c49bdb3bf2f862efb1eb67d81,1,boleto,1,26.08
14e6e050a57912543937e93051cc7b2c,1,credit_card,1,375.74
cefa8ee1540139ac77fa0c1b4ff1f04b,1,credit_card,5,123.41
265f4e28ef8cf69f8445e2951bbe7343,1,credit_card,10,379.07
34276839abbc2d596eb36540d36c624c,1,credit_card,10,2027.16
556bbf53c2c22fbb9ef31a414dd444a6,1,credit_card,1,45.5
36530871a5e80138db53bcfd8a104d90,1,credit_card,1,91.17
b2bd1f09c1b8a4a36940f6f6e49d5dec,1,boleto,1,93.26
e69e2290db6b2d3b7593a40112e1a82a,2,voucher,1,30
c8627adf430caff83161acbeb344d8f5,1,credit_card,10,165.96
1370fae9b19ee5e01a2d609eb18b7c8a,2,voucher,1,50
a7cd6af6e0519313887b3c3a120f20ca,1,credit_card,10,1002.73
663830a477534735bbdec9de01113fa2,1,boleto,1,116.56
b2f3763408103bc7173bb36ed02dbeea,1,credit_card,2,240.52
0dad6beca7ed0e352668498c29089900,1,credit_card,3,33.13
93ec3e2c9a4beee38c28973d307093e1,1,credit_card,1,213.9
5561adcb0fd46da4cad3048fa4e7fc00,1,credit_card,8,362.17
6245ae0abd9de1ae647b5da78c0ea69b,1,credit_card,2,88.72
ce9feeba53c652dd6569cca62e2bb287,1,credit_card,2,46.85
565923f847aad52e7638eb189cce3b51,1,boleto,1,68.54
36ebb4199031e72a1fa964549b88c377,1,boleto,1,32.62
232b75e8b6faa6ca2063184414e634a7,1,credit_card,8,340.08
ee990334acb0ff9333b01afa465f3006,1,boleto,1,82.06
780fe22baa36991bdbb1559f5b549596,1,credit_card,1,40.95
58ac1947c1a9067b9f416cba6d844a3f,1,credit_card,3,67.01
ba4ddff2b9082f079de9a84d7a5605fd,5,voucher,1,20
75351e48296ef42211a0b80c427aae57,2,voucher,1,76.9
64a2b20e6611bf80d933549f4c45ad84,1,credit_card,4,40.27
775130c792f4c6460c63162e994a1114,1,credit_card,8,242.1
b0928556a10706af462ca2ab2c91903b,1,boleto,1,207.24
5487a8ac1699754d975f853ce8bb9321,1,credit_card,2,215.56
00571ded73b3c061925584feab0db425,1,credit_card,1,39.92
74ebfa44a323c96a7760bd693d690a3d,1,credit_card,8,156.09
37104fd8b73d0691fda9491fe8906808,1,credit_card,2,131.5
b6b3633f97c686d8e188ac6fa29ff20d,1,boleto,1,137.73
37e32b54f25d2472acbc642f7e539a36,1,credit_card,1,31.75
43d88b0e949865904334dd5b3ca63f50,1,credit_card,8,348.77
5e99f3c445038a0709b2aea8e34ed593,1,credit_card,1,12.22
f61b61c2cbb4192ccaf9c2c76a4cc971,1,credit_card,4,139.87
6d7de866a140b19d09e825b2a4e944c7,1,credit_card,12,257.1
3f849648ffbabb0562c7668f212e3e88,1,credit_card,3,269.46
7c18eddfcd24680d80a502346221614e,1,credit_card,1,40
6fa204b6cf6dcfe6c9adca7dc53aa32a,1,credit_card,10,350.09
58d4c4747ee059eeeb865b349b41f53a,2,credit_card,6,134.55
a840a7a89e3d9137358eb7b9408681fe,1,credit_card,3,112.73
40001f4b6e1a35f0b99fc4f44078ab27,1,boleto,1,72.05
287c56aa824d8d1ea40246ad12013f62,1,credit_card,1,0.67
694630e7a7713c116a9b7f0ba3377382,1,credit_card,2,77.77
f26f92a3da58e9c771820a7b4d9a6800,1,credit_card,2,26.68
d1f54c6a2a7015c5687439d6d4e971ba,1,credit_card,1,371.42
37d6c8f1b209eab8d1b6522a1a3e4d88,1,credit_card,6,225.71
f9f76d0f8ab416a42a2a3dad0d710162,1,credit_card,3,103.79
a03ad7057fae696dd18f8967826c209f,1,boleto,1,65
c93e4c73cba512f76817291e0de8bec4,2,voucher,1,69.8
412fccb2b44a99b36714bca3fef8ad7b,2,voucher,1,20.09
67b47f35ec923e39f1203f3cfa80f5e3,1,credit_card,1,125.41
b616f638cd86d92c7cbd06cf7484ee34,1,boleto,1,95.99
258f2e5dd769d9314b349f5650005dcc,1,credit_card,2,25.33
f90202d14e468090464aeb4b1f0372ab,1,credit_card,1,52.57
615ae1b88a25a4ac47fbf55c9c847b6e,1,credit_card,2,145.58
52f166ce5fa053bbb27d317e4fd231b7,1,credit_card,3,49.7
22d17396ac4c177e0ea83929cd4f845d,1,credit_card,1,47.43
9ceb8ab5165cefecdddb546cb5a6362b,1,credit_card,2,168.57
95a74a28d622001aafb5dd088ea0d88c,1,credit_card,1,133.81
d493148aa5f8d08914d29ec0524e1196,2,voucher,1,1.23
a0d5b8474423ddf55228373b81a46272,1,boleto,1,123.82
cbec453ddd874ca620b8afc6393e3218,1,credit_card,3,283.66
61988b318aaf57d18336c629bc42cf1b,1,credit_card,1,89.88
b88d7ae9bd78eac18e8b6ceb04695fb8,1,boleto,1,32.38
908e767e28908dc5ec61fe0ef8ef03f9,1,credit_card,1,43.08
c82a457d646f77c8f151e12a3e517ed2,1,credit_card,1,254.58
edc531c3153d23614049077e7e1e6405,2,voucher,1,48.91
e22b71f6e4a481445ec4527cb4c405f7,1,credit_card,4,48.22
6efcd938092fe73904610b4bd39b2e7f,1,credit_card,6,67.58
1e8c81805b92ff169971231458670460,1,credit_card,10,311.18
4d630f57194f5aba1a3d12ce23e71cd9,1,credit_card,4,154.14
1da00355018ed3e0fdd548cf3ddada99,1,credit_card,2,333.68
21c71f62d2554e1ad6c8ba9dc7af2c62,1,boleto,1,404.88
93a21c10557cc1b1ecfe2c3a808c648a,1,boleto,1,44.77
38c4ae942b818085578157aabd4abf9e,1,voucher,1,1302.42
f175d67589e059cbbda956f10f0702e6,1,credit_card,10,645.8
c263211bd219538f7c031591e87ef0d7,1,credit_card,1,186.39
7835af1856de332f2f3c9204b740a3a2,1,credit_card,10,208.41
507240e305d631056d7ced5d5ab0eb9a,1,debit_card,1,76.39
17c2ee64306efa76f1389315a974eeba,1,credit_card,2,67.42
5ec8f4e8fe5ee3fd5460b244d0804f9e,1,credit_card,4,232.05
7156f3e0b94405abcbad1a8c94557338,1,boleto,1,69.33
def622b4b003c4749c889dd9a0b43eca,1,credit_card,3,641.2
434d3eec8dd031c322077fb2452e53a0,1,boleto,1,41.86
3ef7c7b43ae449415675a6c34720b78e,1,voucher,1,50
7e3e92dc3eaf5389f32da97228f7dd0e,1,credit_card,1,106.96
4d95703047b8a80cf5796b7478900ec7,1,credit_card,10,2288.31
955e2b622db1a1f4031ef035ce9a861f,1,boleto,1,69.9
cf8f7b73e35cb19ff895c2f45c1ded72,1,boleto,1,88.08
fd9b8ed51e5ffedf7a56bea36cc5b6f9,1,credit_card,4,117.39
bb4f0c21ae6014e40ef007ff6fbcbeb9,1,debit_card,1,194.91
f31535f21d145b2345e2bf7f09d62322,1,debit_card,1,68.89
d86359a45e3f6c6d8b35f7b13e41abf5,1,credit_card,2,151.51
248ff7b41bfa395f5ee828720889e664,1,credit_card,1,54.85
2d5cdc856665603f1580e3586bde89a5,1,credit_card,1,103.68
b06112f703115e6d92f3baf4e2458a5a,1,debit_card,1,225.63
45ac1d4b219993bf334080eac1585166,1,boleto,1,39.6
51fc12a7908ea200b269a6ecfb3e7740,1,credit_card,10,159.18
c228d309379c3ae545cc6ca2d5aae1b2,1,credit_card,1,234.43
f419e615bbdeb34741d4bdd661ff8599,1,boleto,1,44.83
c10ff28c81d0b9bd2a265bb0836c8b0c,1,credit_card,4,205.44
638f79643fd5681c6e6c6ef1f1ab700d,1,credit_card,1,13.55
a094215e786240fcfefb83d18036a1cd,1,credit_card,1,221.96
86e574a0701d15590bf31783bc7de5dc,1,credit_card,1,52.38
fb9b2930f4a30f96c7cc98eaaa85e5f0,1,credit_card,9,131.47
8e24261a7e58791d10cb1bf9da94df5c,1,credit_card,2,38.06
02aec12849744e266394182861265286,2,voucher,1,35
f11b36b3bc7bacf06deef862ed611f02,1,credit_card,3,143.65
2c3a5e5f5bc3ae78ed5748461e62d47d,1,credit_card,3,86.73
4eeecb9e657525024b9b538730c5f974,1,credit_card,5,118.35
6f954a919130aa1e8def4ed1b9fca432,1,credit_card,1,341.58
56bd45163229b35ca0ab490c1e3d3233,1,credit_card,2,105.42
6bb1e842418aac0c9c820afd3bb63a2d,1,credit_card,4,68.16
28fa410eec232354726af94904c6fa9b,1,credit_card,10,357.97
f93af565de05d2427790ad8d0368a80e,3,voucher,1,2.99
3f3913e8c7fd221ac82a34ffa20b93ee,1,boleto,1,92.57
ed91235fc08276eed0470b26a6dbd4a3,1,credit_card,2,68.35
7107c5823a581db0314f8f0fa95f61e7,1,credit_card,13,197.23
3a830ecb5338f0ff69822d388b64822e,1,credit_card,3,153.67
955ea2e3177592d909296220d7fcdebd,1,credit_card,3,46.43
6d231a099f98f5a590ad78db56ae82f1,1,credit_card,4,102.03
4bb6e6f5af26e1f5951d934386615406,1,credit_card,5,119.45
c4d2f075fc3bf3a06d1e68e113c35cbd,1,credit_card,1,44.23
52e5445828db681d83dccb33a15ecac4,1,credit_card,1,67.5
879195f2460f97ab2f3bf119f2e8638b,5,voucher,1,8.75
22ff7c206b68858435452298296c2fcb,1,credit_card,2,44.27
ebc8d4b1397747291b758772e9d87984,1,credit_card,1,37.15
9f882c1f904b7dd156572ada58d7a7ae,1,credit_card,2,114.13
5691d72069359cd293ac9a14f1bd5e9b,1,credit_card,1,396.97
884cb4ce4a06390d35206de06f785d13,1,credit_card,10,185.85
8e9e2a5d159d5718b34b926a34a0498f,1,credit_card,3,62.11
c0aa0e99afe6f6dac845326a854690fd,1,credit_card,2,25.23
1d251ab94983c4adb11e4b168abb1439,1,credit_card,5,153.22
d9cfa4b0f995deb2fa9758d5534e1d13,1,debit_card,1,145.01
8a49984afb76dae66f3810e1b7093ec4,1,boleto,1,70.89
c26b94aa87e95d1c1eb1b592f43eb223,1,credit_card,6,114.34
06ae7271902bbb087fc093137fee6e81,1,credit_card,2,31.38
8373f5d7df6d9249999fd38f8513e6d7,1,credit_card,5,256.5
3b4ad687e7e5190db827e1ae5a8989dd,1,boleto,1,341.4
4570fa83dbb31a563e06db0a554b951e,1,credit_card,1,143.99
04040ee654b248cdc512a68ecc83e4cc,1,voucher,1,84.88
0b584b729bdfec204ec2aa5d21d6ca56,1,credit_card,8,232.27
bd2623f3663c5daa3f89e6b527fd49da,1,credit_card,5,194
343076b69aa1f03ee4beb49cf6baee58,1,credit_card,1,260.57
b68d69564a79dea4776afa33d1d2fcab,1,credit_card,1,49.59
f04bfdbef5359607d39e66fccc9cc0de,1,credit_card,3,196.55
d74d2985a4c187334dc59722076a2e5f,1,boleto,1,245.94
bd3e89bd89fac4760b244047d795e2fe,2,voucher,1,72.42
fb6ba131bbeb30fd6db9c8900b5c5b92,1,credit_card,2,217.15
82daed31f80350ce51f518369a8d181c,1,credit_card,4,152.28
4906eeadde5f70b308c20c4a8f20be02,1,credit_card,3,72.34
ae17bb94dfb3eaf396cd393eace1de80,1,credit_card,5,128.95
6379750dac6a8a1e11378e34278ae8df,1,credit_card,1,56.85
7ac1f3de2cdc809de6aa1e6719451f53,1,credit_card,1,20.29
aa466a92af916f9f68e56fce7d3a21b1,1,boleto,1,171.75
c619ac0f9cdcfcebdfb9490451166da4,1,credit_card,1,85.82
31ef15cb5a3faa4df17e96b09cd8c1a1,1,boleto,1,56.05
dc400373e624e9b0435847a79813c658,1,boleto,1,26.09
09d3f9f1be63c067456cc619076685a1,1,credit_card,1,41.17
e3a83a19707a6f27e4fde8d6b13d43f4,1,boleto,1,37.25
7d2286ec219f58023352077d938dee48,1,credit_card,5,135.13
ec1fc57b72a7bbe5b32f9c606510db76,1,credit_card,5,477.45
16c24987724018f73b746aacfbb5f8e8,1,credit_card,2,440.12
d3c8851a6651eeff2f73b0e011ac45d0,1,credit_card,1,67.7
75f433fd5ff62807235cb08b520c3c49,1,boleto,1,168.51
bca3dc20a3ec02261c5b17dc270e9e65,1,boleto,1,31.86
bbd64b019b5ea3ed83a114cc665328ff,1,boleto,1,40.87
74c951ce0835b2741d3014321ae9c480,1,credit_card,10,109.59
4e2160ff7a61b2bf4fbd2e527ea924d3,1,credit_card,3,206.87
b75b4f6e7c5fe3fa05707992a88d9d38,1,credit_card,1,134.38
6f841dde94727854eaff3f66432c80ea,1,credit_card,1,56.06
2b72a32a2c3e93fa260ca7655073886f,1,credit_card,3,264.08
f373335aac9a659de916f7170b8bc07a,1,credit_card,10,240.77
3d087f98b006ae162b5e3b56e7bfdb4a,1,credit_card,2,91.72
a7076e7aba13de8b66d95a55811290ed,1,credit_card,4,49.01
d7f4e2f755cf2f40aa7c39804cfe01c4,1,boleto,1,107.87
6f5a2dbe5ccce73a9d053a542baabd1c,1,credit_card,3,62.01
66f6b3a33b0339acbf55dd71977c4293,1,credit_card,1,36.69
2f246ee329fce6932458bc7a10625d2a,1,credit_card,3,35
d65c179a817be22977e263fbc1a4fef4,1,credit_card,8,256.37
2babe10ce6bcb68b1e3bd35e24424466,1,credit_card,1,47.84
ac64f79a33bfa575fc5a17e7926df3d5,1,credit_card,5,125.87
727412faf7aef5ef3c7e0f03350d80c7,1,credit_card,1,42.39
cedd898e1a953e9a8f3d763a364f6717,1,credit_card,5,117.53
858505c5992f35429d07aae37bad60a8,1,credit_card,1,43.28
6cb134bb285a64b0425d1fdaa00d4214,1,credit_card,4,144.54
f11e9516ca2b6091b64f2e2ea0ebebb3,1,boleto,1,126.48
4d4ef6cd8147028ffd8c18dc0f6e3050,1,credit_card,4,125.29
0438fc3e115633e11a93c878a1591016,1,credit_card,2,229.74
3faf126d8a3b0684272791cd3c6cf3fe,1,credit_card,1,124.6
0b0f3c7a9bcb6ad1fccab28f9240da6f,1,boleto,1,143.86
65f78a0e1f8b80c4f6d8d5c6073b8601,1,voucher,1,56.89
b7e4aca3e798d20643faacb681272a9c,1,boleto,1,46.78
b52d29abb97a3978df1d8922bfe36fbe,8,voucher,1,3.98
3f596c69e8e78788530d898331118c7c,1,credit_card,3,72.66
0c228d925a49aa5e3b35febb948f4f72,1,boleto,1,50.1
6cc4eb51469dec50a6130fe1cd07b7f9,1,boleto,1,85.79
4709741e829775567b92abc42437b461,1,boleto,1,63.7
0341b60065c49221a27293793f11b117,1,credit_card,10,1586.47
25ebb07a1069a75d3cb9baf0a94f22d0,1,credit_card,3,433.07
c2d07d9078b700b9198a126183867c16,1,credit_card,10,642.02
25d47ee9a060a0359e8a10a858fc39a1,1,credit_card,4,263.95
cf0ac4e12ad66c28302fc103670222fa,1,boleto,1,134.99
43488f856ed3fa3e7d3f8228755d383b,1,credit_card,1,57.89
32bda40452bf0485c310bca24eb53886,1,credit_card,1,383.99
2728209b1b0553533bce4afc52716b60,1,boleto,1,159.31
b335cf4d393acc627b82e83b3b3711fe,1,credit_card,1,756.91
59d34e1064930d037d30041b73683aa7,1,credit_card,7,156.22
6f6665c1d76e55561978ccb45bdcafc6,1,credit_card,10,132.95
db5fdbee9ab29d55f24c329246e6fe51,1,boleto,1,48.27
9cf566da5a3277749dbd61fa060e8110,1,credit_card,5,107.35
15fb9c745e91eff5482a9af2a5fad0e6,1,credit_card,10,110.2
141ad0192cfa16174e4fd0a1a7e7ba4a,1,credit_card,8,368.92
5869074071e0f56e9085dc3742c97b2a,1,boleto,1,106.85
e5d931ebd7214cd492fff71fb6a2aeff,1,credit_card,8,281.5
7842147864c0425541edd55923f3c0f1,1,credit_card,2,54.25
6b7c5703bdc03335b37020877a06625e,1,credit_card,5,121.78
cbbb524a0e1646aa6cf7a3c0bbe517ad,1,credit_card,2,102.26
77af7c6e42549e58f42977d5be538d0d,1,boleto,1,90.62
7e05645577366863a93350aac5cc7de5,1,boleto,1,75.69
ed01ce003df13cab401ba2ff57ea2542,1,debit_card,1,42.86
b7a4a9ecb1cd3ef6a3e36a48e200e3be,1,credit_card,1,35.7
f09942b1e1419e69f7509158f2a9c1d6,1,credit_card,10,444.25
d10090be5f75fb89b6817469f0ce1a30,1,credit_card,1,69.16
5342acb7b183acec77f59e4d78f7c804,2,voucher,1,30
72ee4a26e767e55282ac10e63c7b1227,1,credit_card,2,65.71
6cd474b81add3c3d62536cab3e34aa23,1,credit_card,1,29.29
4f7e398a1ddb1c349465b42b6865c60b,1,credit_card,1,37.74
05387d537bd2e5027aadbfb6a5123e4b,2,voucher,1,30
59b32faedc12322c672e95ec3716d614,1,credit_card,2,145.9
c158e9806f85a33877bdfd4f607b72e7,1,credit_card,1,79.88
19721d59a9764437477eff0730b48665,1,credit_card,5,108
08652363092b158440e2422e7c3ccaf4,1,credit_card,6,348.74
e92f3505810692cd4a0350b19e2d9045,1,credit_card,6,88.78
38c1e3d4ed6a13cd0cf612d4c09766e9,1,credit_card,4,953.71
5a63a60ea2852393994270157cd61e0a,1,credit_card,6,125.77
1b9ecfe83cdc259250e1a8aca174f0ad,1,credit_card,3,64.05
409e4a6eadbdc33f16ccf0bda01eec1f,1,boleto,1,127.69
