product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
df3655ac9aa8c6cbfa63bdd8d3b09c50,garden_tools,33,200,1,250,17,3,11
059344baebbeaa42fa9f2bbe11b1583e,computers,55,1067,1,12000,27,50,53
d9bdf643d95cb89844c0da1a0df1d16e,auto,60,1543,6,921,17,9,16
7614c62b86a81021243e438cfde78ccc,house_construction,55,1441,1,10000,60,25,25
01c666c82f414c762ad21bffa56e8b49,watches_gifts,56,489,2,250,16,11,11
c2ece64199af7a53793ed9612a89a8cd,cool_stuff,57,992,3,1200,44,20,20
cc47c0863559499f01b4cad750929d10,construction_tools_construction,54,339,1,4800,25,8,25
a6f449f6257f26e556013151cee46b4b,pet_shop,54,463,1,700,40,20,20
2d9ff06c8870a518f5f6909774e140fb,health_beauty,40,1469,3,1050,18,21,27
2d9ff06c8870a518f5f6909774e140fb,small_appliances,58,587,3,350,20,20,20
97c58626cc3e15d514d2095f69650220,perfumery,52,150,1,422,21,16,18
d54c5b81fc2b38707588dd4eddc7c594,watches_gifts,51,484,1,317,19,13,16
9eae06d51aaa383b2bed5547a19d581c,agro_industry_and_ecommerce,39,430,1,16400,63,66,56
d41dc2f2979f52d75d78714b378d4068,health_beauty,22,1313,1,938,29,22,23
880be32f4db1d9f6e2bec38fb6ac23ab,health_beauty,37,1168,1,2700,21,16,31
ae27a5524edb2c8dc4656c670f458fb7,bed_bath_table,39,1146,1,1750,30,18,30
bd7cab8de4d7943286634023cc06f8ff,garden_tools,42,671,1,3850,29,12,24
c8e7c2ef329fcda4a233e7e2f8bb8b7d,perfumery,49,460,2,267,17,13,17
54e5063e43f27f747d592eb24e913150,musical_instruments,59,2367,3,16200,55,40,40
08279c494018541f71443c07d77560f8,bed_bath_table,54,381,2,1400,38,9,27
2b939dc9b176d7fa21594d588815d4a4,bed_bath_table,50,607,1,6450,100,10,11
2b939dc9b176d7fa21594d588815d4a4,furniture_decor,59,1750,3,2300,105,3,70
87b08e712cc4c9fe70984c5a24b29e2f,computers_acessories,55,163,2,300,25,8,18
e1bf2f209fd2b08e1af3ed71732d9008,sports_leisure,43,101,1,600,50,10,12
1f9799a175f50c9fa725984775cac5c5,health_beauty,60,2497,1,3600,20,20,20
13944d17b257432717fd260e69853140,health_beauty,60,1146,6,150,20,24,33
84904413b82eee333a3f79137e8d197e,sports_leisure,57,900,4,400,16,4,11
0f2fd0a589cb7849c1dbedbd4109c2f8,telephony,49,319,1,100,18,6,11
8a6187b2665118d5095f99a25fd7ba7a,furniture_decor,55,1186,2,800,53,8,20
ec02a5d380128f7a188e9ce8f3ddd832,auto,58,703,6,5250,47,19,23
71a5f1c2a5fd9889ef26b5ac22aec9c6,auto,50,361,1,200,35,4,26
4c1bbc12438daec98a77243c2bf7a3ba,watches_gifts,58,899,2,335,17,11,12
3a264b078bf20e98f315ff65c23fa263,bed_bath_table,49,701,1,1300,50,12,12
38fa750a3a3b3204f169c86a3284d387,furniture_decor,47,1405,3,150,35,2,25
99e71b776debf2f01a69dce207e3e4f8,computers_acessories,59,504,3,367,16,4,11
99e71b776debf2f01a69dce207e3e4f8,watches_gifts,57,276,4,250,16,2,11
62984ea1bba7fcea1f5b57084d3bf885,furniture_decor,46,287,1,8500,75,25,55
a4d286543a67e29c930c99cbd7a55a8f,baby,46,1039,1,2150,42,25,15
452f66a0f164cac57802e2cea93188ac,,,,,650,17,14,12
fadc89c2a60ff96b18827644074dfd70,sports_leisure,56,663,4,150,16,5,11
db886bd83f6a076a2caeb7fd02722c35,bed_bath_table,39,170,1,650,27,10,22
41402af2a88247152583bb812ba235dd,small_appliances,53,794,4,2700,20,26,32
3fbc0ef745950c7932d5f2a446189725,housewares,56,414,1,1200,23,22,16
500870614ddcf5bd84f7d26861026c8a,future_living_room,36,312,2,6050,55,10,46
656e0eca68dcecf6a31b8ececfabe3e8,sports_leisure,53,425,1,150,16,6,11
656e0eca68dcecf6a31b8ececfabe3e8,house_construction,58,918,6,1050,16,20,16
4bc3ab2ff016887e619e587a993af3bf,pet_shop,36,617,1,1350,23,7,30
53b36df67ebb7c41585e8d54d6772e08,housewares,41,270,1,600,36,6,19
3f14d740544f37ece8a9e7bc8349797e,furniture_decor,22,275,1,1000,30,18,18
8b5632d7a4f86bd2f1331355305427e6,bed_bath_table,58,381,2,1550,43,8,33
5e21d5cab5d33e770d8150a4ee6117db,bed_bath_table,58,223,1,2700,45,13,35
d0fb1e667e989933a80444f93da833c0,telephony,63,1930,9,200,19,5,11
01cf56cd6138b926a4802d16fc304149,luggage_acessories,51,244,1,800,38,8,28
9545d45c37449ccbc376de3a04c66e71,perfumery,56,733,3,377,18,13,15
86a11a09edde2267675505fc4d56d9b0,sports_leisure,52,1049,3,400,45,22,43
19f0917ba5781b978298ffcd9ae225c1,signaling_and_security,51,1212,1,450,16,5,16
ff6caf9340512b8bf6d2a2a6df032cfa,air_conditioning,30,547,1,2000,32,51,16
9df0e8a7eef2a38b74e6d5c0e224b11f,fashion_bags_acessories,53,1398,1,300,16,2,11
a9c404971d1a5b1cbc2e4070e02731fd,furniture_decor,34,160,1,250,26,14,14
389d119b48cf3043d311335e499d9c6b,sports_leisure,57,245,2,1950,60,15,15
c589625c8ccc7bfd2e8f1fb041e24c4a,telephony,50,1254,2,500,16,15,11
8c5876b1c7768217964f353bc7e64393,,,,,300,16,7,20
cd71c76f5ab15f51f24fb214fc42d8ab,art,59,1431,6,7900,70,15,70
28a652ff04e43c1bc57937a9f8770f9b,bed_bath_table,53,261,2,1800,41,9,34
0c753fe6a58dfa7a27bda5de76e779c3,garden_tools,60,884,1,900,37,3,23
5a848e4ab52fd5445cdc07aab1c40e48,fashion_bags_acessories,52,68,7,200,16,2,11
68c923fddf7f83316b53252eaf830724,baby,30,410,4,4500,80,70,28
601a360bd2a916ecef0e88de72a6531a,consoles_games,48,303,3,250,21,7,15
84f456958365164420cfc80fbe4c7fab,housewares,59,943,1,550,16,25,12
84f456958365164420cfc80fbe4c7fab,luggage_acessories,49,540,4,1100,39,12,28
0c4a0f8ab44f9acd2d04e7024f9ba362,bed_bath_table,53,222,1,3600,40,20,40
0c4a0f8ab44f9acd2d04e7024f9ba362,consoles_games,56,235,1,100,16,3,11
0c4a0f8ab44f9acd2d04e7024f9ba362,sports_leisure,50,329,2,150,16,18,16
0c4a0f8ab44f9acd2d04e7024f9ba362,sports_leisure,55,144,1,3775,18,13,16
d1c427060a0f73f6b889a5c7c61f2ac4,cool_stuff,59,797,2,1400,25,20,20
41eee23c25f7a574dfaf8d5c151dbb12,consoles_games,53,439,5,900,22,7,18
8695c431b31927efef5343e675f279e7,watches_gifts,60,438,2,250,20,12,20
8695c431b31927efef5343e675f279e7,toys,55,852,1,350,21,9,16
d9c01b484ada6a360c2715a08fdf1568,,,,,200,20,20,20
bd6e8cf9fe4122c385da2bcb9f979d5d,baby,39,805,3,1800,18,32,27
2948658cb6abc82847412be7201bfc4c,future_living_room,52,420,2,5050,50,8,50
7e6c4a0bf900e259f50ba63331fd2785,auto,58,386,1,27100,50,50,50
381169576b9f3c083a1c3261da161a3b,home_appliances,50,273,1,1500,65,8,38
7e97894cc00196a56d6ec315c68b2353,watches_gifts,43,572,2,500,16,11,11
fb7a100ec8c7b34f60cec22b1a9a10e0,bed_bath_table,52,700,2,350,16,10,16
4c3ae5db49258df0784827bdacf3b396,auto,47,1548,3,500,16,12,17
4c3ae5db49258df0784827bdacf3b396,sports_leisure,55,448,1,1000,20,20,20
03bb24d19ea7449ce170e0888d830707,,,,,18500,41,30,41
f9259c9e7c0f12c70f7a81409680a5ff,toys,51,410,2,300,24,11,24
32a8448d1612773bcfd0c5a8dd235e4e,health_beauty,59,257,1,250,16,2,20
3d514fecadf6cef40a2a32a3c20cd1c8,health_beauty,51,863,1,10700,40,40,40
f819f0c84a64f02d3a5606ca95edd272,housewares,29,290,1,1700,32,21,22
fa11ecd35f999783e96ac500532d9d45,garden_tools,31,680,1,7700,39,28,25
7d187801885842645486f00fb166f378,sports_leisure,57,785,4,5200,20,60,35
205604b962ebdae1c924e0d14e6e8ac1,telephony,51,244,1,125,17,10,14
2fb0efd1f61f186ffdda9e8ec70f27f2,office_furniture,50,2220,1,15700,58,28,58
02ed3b595447e948efc3eac897e4df0e,watches_gifts,53,599,2,350,16,11,11
2f763ba79d9cd987b2034aac7ceffe06,sports_leisure,57,649,1,213,16,10,13
71bdf1a4d18c3cd68f108547f0b4cd1c,fashion_bags_acessories,30,401,3,150,16,11,11
525f8fbde09c9bf777025c3141fbbc6e,auto,35,907,3,18200,56,15,15
525f8fbde09c9bf777025c3141fbbc6e,housewares,38,390,1,850,18,21,15
735413ccfa564132a231aad945ef85ad,house_construction,55,918,6,1050,16,20,16
e53e557d5a159f5aa2c5e995dfdf244b,fashion_bags_acessories,48,382,5,200,16,9,11
b20004b530789d5db586f589da0ef3e3,housewares,32,42,1,300,16,15,11
e10758160da97891c2fdcbc35f0f031d,computers_acessories,47,764,1,200,23,9,13
83d199d296c44101c8c3b5c9c0cce9ea,sports_leisure,52,406,1,800,20,25,25
1ec486885049bbb9b79351d150ed18c4,stationery,50,198,2,200,24,7,14
85d619318aa201aca57171aabeed0048,sports_leisure,50,853,1,698,46,10,14
02475368dfb38934fe55f574024fe1d7,telephony,59,776,6,350,17,4,12
08574b074924071f4e201e151b152b4e,books_general_interest,50,2913,3,1000,24,5,17
8474d936fee23f0c45620cc2022871cc,computers_acessories,53,585,1,783,21,13,28
aacfae7cd4bac4849766f640abf2db8a,perfumery,48,1063,2,600,20,20,20
31a2f42a87890f87d77daebdfabc182e,toys,47,181,1,11650,55,30,30
00ffe57f0110d73fd84d162252b2c784,construction_tools_tools,42,369,1,400,16,2,11
0f80705139ce16ea35bb489987399b55,toys,25,274,1,3050,40,10,40
526f833e1eb0a32ad9351145a761b9ab,telephony,50,744,1,100,16,3,11
bfc0d01be79d9038c7720f983bf954e0,garden_tools,44,2395,1,16500,40,25,26
85b8a24337b4e2571f8fee38f4253a06,housewares,59,470,2,750,34,14,24
f9d774a1820f792952eea079a40a7c6b,fashion_underwear_beach,39,422,1,250,36,4,20
722f84416177a451c3be217ef8ffa082,luggage_acessories,59,413,3,2300,84,14,20
19421075ae0b585f2dc13ff149e2119d,electronics,37,374,1,1350,33,12,26
0ec7b6a863e219792bc4d50d3a62a839,housewares,22,388,3,530,17,20,20
ce130b350f529a1d6288f927da7404ea,auto,59,162,1,1300,20,20,20
15c30c08ae39469fbf52befff9569adb,fashion_shoes,59,605,5,4000,57,14,36
779559842fc122d55edbd03153f35e81,sports_leisure,52,234,4,8150,20,20,20
e819fddd6622f30e872bfc89471c1408,construction_tools_construction,57,272,1,2200,16,2,11
2083a6feb4bbb31f6abc92fc24e468c0,health_beauty,55,1029,1,1150,20,25,20
e1c0a39b7f806727ea5121c60035ed3c,watches_gifts,60,312,4,200,16,2,11
1d417ca09479182e9fdf13a1c77c309f,furniture_decor,60,1068,3,400,16,20,16
7340a3839a1de1e99d149b8cf052a2ec,furniture_decor,63,244,4,600,29,12,23
a963ea4d494221de09b70f1b4a70edbd,,,,,300,35,7,12
e40fa115d27ea4a80bf2136d5f0cfcd7,bed_bath_table,48,645,1,1200,16,10,16
22d65c4f3ab25834df12163a3403da32,cool_stuff,50,268,5,10664,61,63,35
62c89abe1afe3a23c17765d462718a4c,housewares,43,2148,2,1800,50,12,36
57f2bc497c1a3ebe41ba7a06d78ed159,sports_leisure,47,154,3,500,16,2,11
eb8dbe7d2dd22ab3547925e49a78feb3,stationery,48,501,1,258,19,12,19
a8115d34a4b7b74388da609692162c37,stationery,59,209,1,1400,16,44,37
5b3aa845bba5aa7ba1216e36ae882cfa,toys,59,640,1,400,35,7,35
016711f78a6a87696645db0a6a834826,air_conditioning,58,655,5,1300,30,10,30
f71a7c95a86564873cd996896b2976f6,bed_bath_table,55,315,2,1000,30,10,25
52a8061c8e8e8cea30b41344aac26431,pet_shop,52,1290,3,1300,30,10,18
77fdeb8d4f7502f75b6779205f30a875,toys,58,443,2,3305,38,36,19
efec0b0b076ce3f164b80145743ebc02,baby,55,224,2,6000,75,15,50
efec0b0b076ce3f164b80145743ebc02,computers_acessories,50,281,4,300,35,5,25
d5f1f35337b832cc42168c69511e311d,bed_bath_table,57,74,1,250,20,2,15
7583d9a579408cb84bbc7b0e4548ec18,perfumery,45,1003,2,400,18,11,11
fa28f114992077c601cdb9810c5108a4,electronics,32,1274,1,250,16,10,30
23f91e3d76be3938bfad0ff292392502,toys,57,1532,2,1250,29,19,22
f23c48d81cd6a0c87f5c3b14aac68371,fashion_male_clothing,47,1026,2,950,40,6,40
bf06a69bb27c58156391de458700f3e7,pet_shop,54,261,6,2000,30,34,17
cbecf0dca7a42c56c9ad9e20c74af1fd,baby,56,1395,7,13575,71,81,44
a50acd33ba7a8da8e9db65094fa990a4,health_beauty,60,537,1,667,17,16,16
4dcb49b9ca7e48d2f108d40caa77caa2,watches_gifts,55,457,2,267,17,11,12
9bb2d066e4b33b624cbdfec7d50b3dcb,bed_bath_table,60,609,2,1750,45,20,40
0ea04fc101523a27bb53845d14d7d809,health_beauty,52,1113,1,150,16,12,11
d64e758afad411049a45e42c9a259241,toys,48,135,1,10550,65,7,45
b596e2d70dd2f5fb5ff9ee2a1c803e5b,housewares,57,1298,1,1725,100,35,16
464383c22e65860826cf78650fe0f4e4,luggage_acessories,43,215,1,700,45,10,31
e8c6039a25765995ac7c1ec2cbef5765,sports_leisure,29,1318,1,400,34,16,16
55782cb82e0efe052da0a3da237da3b2,stationery,23,146,3,300,30,10,20
ee3e94e918d05a5da04a4cb547e91dcc,house_construction,59,1582,1,5850,60,25,25
eaa26a34984cbfedc19b1e45f09f3c9a,watches_gifts,47,687,1,267,17,11,13
dfbbf137ccb6af48e66d186a33118579,bed_bath_table,53,155,2,1500,39,12,25
b6397895a17ce86decd60b898b459796,cool_stuff,42,727,1,400,24,16,14
636598095d69a5718e67d2c9a3c7dde6,sports_leisure,54,3830,1,1300,31,32,31
36826c711e5778c8d88a7311cc29c446,housewares,58,172,1,400,16,10,14
568ba441f7f464dc73d23a91cf8ca671,art,32,195,1,150,25,2,19
06edb72f1e0c64b14c5b79353f7abea3,health_beauty,40,654,1,650,25,13,14
06edb72f1e0c64b14c5b79353f7abea3,consoles_games,44,421,1,706,32,8,38
f3b8bfa5b86249e75e5c0632acc0e82e,fashion_bags_acessories,59,251,1,300,25,10,25
595fac2a385ac33a80bd5114aec74eb8,bed_bath_table,41,242,1,4850,75,5,50
35557c68a22ecebcf066e25ca2ddc144,auto,51,1741,1,825,20,24,15
1629b469d01aadb4f92644039ad17d5c,computers_acessories,31,432,1,600,46,3,15
519f3a4ea67cdce4923fbc76badd6bd2,sports_leisure,53,527,2,700,23,9,11
617186c3d97ea56c9c683a8a3974e8c1,furniture_decor,51,1442,1,300,40,10,27
d1c427060a0f73f6b889a5c7c61f2ac4,housewares,55,471,2,1270,17,14,17
f7a17d2c51d9df89a4f1711c4ac17f33,construction_tools_tools,40,338,1,450,20,2,11
ecab3fa721d1b06c225f23c30f02eb5e,,,,,2200,16,2,11
fca62108387e25005784da2f551466a1,home_appliances,56,173,1,150,18,8,13
4834f24983a4f056e5ae64265f723aaf,garden_tools,49,192,1,200,16,3,11
ee0c1cf2fbeae95205b4aa506f1469f0,kitchen_dining_laundry_garden_furniture,50,859,1,10893,33,88,44
786248c98cab9ad5cccdb751909da1af,housewares,53,524,1,1800,25,7,20
0aabfb375647d9738ad0f7b4ea3653b1,toys,29,566,2,1220,20,33,22
f8b624d4e475bb8d1bddf1b65c6a64f6,health_beauty,53,1368,6,360,30,19,22
64d67d69ec57113ff99bbaab62ac1c53,electronics,52,424,1,175,22,11,15
56cdfe67fbda57c1dcc752f5f361f981,pet_shop,50,852,1,1900,50,13,70
56cdfe67fbda57c1dcc752f5f361f981,sports_leisure,37,621,5,250,20,20,20
56cdfe67fbda57c1dcc752f5f361f981,baby,58,1261,3,6950,85,11,50
c2ece64199af7a53793ed9612a89a8cd,housewares,57,1094,1,1100,55,5,40
33bd5538a16d23f0a39da1c9bfd20980,baby,64,882,5,300,17,7,24
6536314c94d43b787fc1c622941da14b,office_furniture,41,2261,1,16500,58,28,58
aca2eb7d00ea1a7b8ebd4e68314663af,luggage_acessories,28,453,1,300,16,23,19
24a014458ccc6e989b4fcef5fa71da58,electronics,25,813,1,1836,61,6,24
76d75f398634bf194ba99d7297e7d1fa,health_beauty,59,822,1,175,18,22,16
e9f2586707fb45ea0f9997c54f585842,toys,53,579,1,675,22,24,21
fcf64c72035fc6f17660bae96c933ffb,sports_leisure,58,568,4,200,26,5,20
c6336fa91fbd87c359e44f5dca5a90ed,industry_commerce_and_business,58,1058,1,1200,30,20,30
634256dbcd184b3757ffd7632c9fe52a,computers_acessories,32,1074,2,200,39,2,30
224037b21bfa8621e39c265513ee6594,office_furniture,46,1193,2,16100,63,61,24
78efe838c04bbc568be034082200ac20,telephony,51,443,1,117,19,4,12
8323a7adeb57da21acea7e83563bed90,fixed_telephony,27,1217,1,455,36,18,27
aba86c093ccdbac75b09111d57e50004,bed_bath_table,55,613,1,550,16,10,16
5403528d987ad26e8d7cb25940411987,fashion_shoes,54,404,4,750,22,12,33
66f09a6de4f2ef63aaf5349b60a0e0c0,cool_stuff,43,447,2,586,18,11,13
1e1a186a03f0d98268516827690d4fd2,construction_tools_light,57,919,6,540,16,27,16
c6336fa91fbd87c359e44f5dca5a90ed,sports_leisure,42,2819,1,3700,30,20,20
eb883e95b710f252cb15d0fb41d8bbe9,housewares,57,623,4,3150,30,17,30
7e8067e7e5ce7aec0e2cb7c1a456d112,bed_bath_table,57,296,1,2100,53,27,40
7e8067e7e5ce7aec0e2cb7c1a456d112,construction_tools_safety,51,1006,3,314,20,19,18
e0d64dcfaa3b6db5c54ca298ae101d05,bed_bath_table,49,153,1,550,23,15,23
3552627a68384dc559f0fd4cce173269,auto,55,978,1,13825,70,35,49
72d6074ef5c81ec3102b3f2a052c5f49,bed_bath_table,42,431,1,850,40,6,50
d9a5a5120d4d357871acd5408cb10e18,baby,19,200,1,250,21,4,13
0e40b1ed4cfd3da1962ec91913e54ba8,toys,55,1475,1,400,20,20,20
e5bd04e8e3cb77f1a49404d588d3e528,perfumery,48,606,2,400,16,20,15
ba05e2861971098fc7ecd8162c23452a,consoles_games,25,211,1,200,16,2,16
87ea2f45559e10519513a20b24147316,auto,60,1023,5,250,20,20,20
5b4b8595bd33017cf3c87c8ab09c2e42,computers_acessories,53,813,4,1950,17,11,12
121b9686b9929855d823981fc655a6fe,furniture_decor,49,607,1,300,35,10,25
c075b8e131353552218860f1c421e4ef,watches_gifts,54,364,1,1050,30,45,11
e7cc48a9daff5436f63d3aad9426f28b,auto,53,1373,4,400,16,7,11
e7cc48a9daff5436f63d3aad9426f28b,musical_instruments,40,234,1,1000,56,9,22
cb3ad2d2499eebaa7ccb4fd1e7db9bc7,sports_leisure,39,772,1,150,16,16,11
437c05a395e9e47f9762e677a7068ce7,health_beauty,60,876,1,700,16,16,16
5d90b82ad1fdff812987fa28158b7984,consoles_games,47,358,3,450,17,7,17
4a25d757ff72fad7534f478c90be77e6,health_beauty,29,556,1,2000,30,12,16
69455f41626a745aea9ee9164cb9eafd,construction_tools_construction,57,954,4,21400,20,20,20
2b4609f8948be18874494203496bc318,,,,,300,16,7,11
33fac76e7f17367dedaef7954bbb33b4,computers_acessories,52,2515,1,188,20,16,15
6c90c0f6c2d89eb816b9e205b9d6a36a,furniture_decor,56,646,1,300,16,30,20
b7d94dc0640c7025dc8e3b46b52d8239,fashion_bags_acessories,38,487,2,13600,26,60,40
d143bf43abb18593fa8ed20cc990ae84,furniture_decor,50,1342,3,800,25,25,25
55939df5d8d2b853fbc532bf8a00dc32,,,,,300,18,8,14
1427b126f61597524866770b05d4eed2,furniture_decor,49,600,2,1400,65,12,12
e70f7c188cd2c0f01a1f6b35411cc481,watches_gifts,50,295,1,650,13,11,12
cfbc837967ca671ee87f5243f2a1024d,construction_tools_construction,37,2457,1,600,26,17,17
20566af10fda4783935b8cef249fa4c3,furniture_decor,58,1969,2,3000,69,11,11
cdc9d87e17ccf98f35634e6c3b77073e,luggage_acessories,45,224,1,950,46,10,33
216bb0e0cd43ffd832e0973d35e0377e,furniture_decor,51,582,2,17400,42,35,42
7289a8d65ae2c86dfdee27f8af257a3d,fashion_male_clothing,36,940,2,300,16,2,11
7933eeb8cf79ae899bfac71c0edb076d,computers_acessories,52,1224,2,700,20,20,20
7933eeb8cf79ae899bfac71c0edb076d,pet_shop,56,1545,2,625,21,16,17
b944aabf1fc45c01599ee96c7f4d533e,garden_tools,44,586,3,3250,32,14,22
c4cf7c2e1f190d51517eba7e8211c8e6,fashion_shoes,57,404,2,1500,22,12,33
6131240aedf34224270cd6f07e8229e4,bed_bath_table,54,228,1,250,32,3,23
e62d582ddb7630168d7227ca1f9edbd2,garden_tools,41,198,1,425,31,6,12
f196248e8b5d060cca414a664ea9a76f,air_conditioning,56,1161,1,150,20,8,13
adf591c625cb265c12bc6749d3a2f757,furniture_decor,56,2028,3,350,68,8,13
8e7a3ee016b12c87b5e3e7e717620758,fashion_shoes,44,284,12,300,29,7,16
99a4788cb24856965c36a24e339b6058,telephony,49,276,12,100,19,3,11
ace05b62c79dffc86cd12b281dc05b93,auto,55,1658,3,550,16,21,18
c072e7b87c8413341505d50d8234fbc2,auto,59,1250,1,250,16,27,15
368c6c730842d78016ad823897a372db,auto,60,1541,1,1000,26,40,20
5d66715cc928aadd0074f61332698593,housewares,55,998,3,14850,35,102,35
81e11b02560e506662f5d75a88b94fa5,baby,46,726,3,850,42,25,15
4b2653088591de362e6ba85b4a474c75,consoles_games,56,3354,4,1850,28,14,19
ef8856db4e302ad33dc4d91e40f7593c,fashion_bags_acessories,54,1399,1,300,16,2,11
958cd4fc82ce0223c757f47bc9d67e23,telephony,61,212,1,200,19,4,11
