order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
34513ce0c4fab462a55830c0989c7edb,1,f177554ea93259a5b282f24e33f65ab6,8602a61d680a10a82cceeeda0d99ea3d,7/31/2018 17:30,45,12.98
82566a660a982b15fb86e904c8d32918,1,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,7/26/2018 17:24,74,23.32
5ff96c15d0b717ac6ad1f3d77225a350,1,368c6c730842d78016ad823897a372db,1f50f920176fa81dab994f9023523100,2/21/2018 2:55,49.9,13.37
432aaf21d85167c2c86ec9448c4e42cc,2,368c6c730842d78016ad823897a372db,1f50f920176fa81dab994f9023523100,2/21/2018 2:55,49.9,13.37
dcb36b511fcac050b97cd5c05de84dc3,1,8cab8abac59158715e0d70a36c807415,530ec6109d11eaaf87999465c6afee01,8/17/2018 12:15,99.9,27.65
403b97836b0c04a622354cf531062e5f,1,3f27ac8e699df3d300ec4a5d8c5cf0b2,fcb5ace8bcc92f75707dc0f01a27d269,5/2/2018 9:31,639,11.34
116f0b09343b49556bbad5f35bee0cdf,1,4fa33915031a8cde03dd0d3e8fb27f01,fe2032dab1a61af8794248c8196565c9,5/16/2018 20:57,144,8.77
85ce859fd6dc634de8d2f1e290444043,1,b50c950aba0dcead2c48032a690ce817,218d46b86c1881d022bce9c68a7d4b15,8/21/2017 3:33,99,13.71
83018ec114eee8641c97e08f7b4e926f,1,5ed9eaf534f6936b51d0b6c5e4d5c2e9,8cbac7e12637ed9cffa18c7875207478,2/28/2018 12:08,25,16.11
203096f03d82e0dffbc41ebc2e2bcfb7,1,553e0e7590d3116a072507a3635d2877,1c129092bf23f28a5930387c980c0dfc,3/29/2018 20:07,47.9,8.88
f848643eec1d69395095eb3840d2051e,1,57d79905de06d8897872c551bfd09358,ea8482cd71df3c1969d7b9473ff13abc,11/27/2017 19:09,21.99,11.85
2807d0e504d6d4894d41672727bc139f,1,1c05e0964302b6cf68ca0d15f326c6ba,7c67e1448b00f6e969d365cea6b010ab,3/21/2018 11:10,119.99,44.4
95266dbfb7e20354baba07964dac78d5,1,5d7c23067ed3fc8c6e699b9373d5890b,6560211a19b47992c3666cc44a7e94c0,3/5/2018 9:35,49,15.1
f3e7c359154d965827355f39d6b1fdac,1,5a419dbf24a8c9718fe522b81c69f61a,3504c0cb71d7fa48d967e0e4c94d59d9,9/15/2017 18:04,48.9,16.6
fbf9ac61453ac646ce8ad9783d7d0af6,1,21b1c2f67a9aafb5af0eb06c13b9dbda,c864036feaab8c1659f65ea4faebe1da,8/11/2017 0:35,219.9,16.98
acce194856392f074dbf9dada14d8d82,1,c389f712c4b4510bc997cee93e8b1a28,bfd27a966d91cfaafdb25d076585f0da,1/29/2018 21:51,289,26.33
dd78f560c270f1909639c11b925620ea,1,1c0c0093a48f13ba70d0c6b0a9157cb7,41b39e28db005d9731d9d485a83b4c38,3/29/2017 13:05,109.9,25.51
91b2a010e1e45e6ba3d133fa997597be,1,89321f94e35fc6d7903d36f74e351d40,16090f2ca825584b5a147ab24aa30c86,6/14/2018 5:16,27.9,7.94
ecab90c9933c58908d3d6add7c6f5ae3,1,38afdf723b95d455b418a0f57d623c6b,1554a68530182680ad5c8b042c3ab563,12/13/2017 3:16,119.9,17.32
f70a0aff17df5a6cdd9a7196128bd354,1,672e757f331900b9deea127a2a7b79fd,e59aa562b9f8076dd550fcddf0e73491,11/30/2017 6:30,397,24.65
1790eea0b567cf50911c057cf20f90f9,1,28b4eced95a52d9c437a4caf9d311b95,77530e9772f57a62c906e1c21538ab82,4/12/2018 19:08,59.9,23.35
989225ba6d0ebd5873335f7e01de2ae7,1,e95ee6822b66ac6058e2e4aff656071a,a17f621c590ea0fab3d5d883e1630ec6,10/20/2017 16:07,21.33,15.1
d887b52c6516beb39e8cd44a5f8b60f7,2,e95ee6822b66ac6058e2e4aff656071a,a17f621c590ea0fab3d5d883e1630ec6,10/20/2017 16:07,21.33,15.1
b276e4f8c0fb86bd82fce576f21713e0,3,e95ee6822b66ac6058e2e4aff656071a,a17f621c590ea0fab3d5d883e1630ec6,10/20/2017 16:07,21.33,15.1
8563039e855156e48fccee4d611a3196,1,23365beed316535b4105bd800c46670e,92eb0f42c21942b6552362b9b114707d,5/29/2017 3:15,16.5,14.1
60550084e6b4c0cb89a87df1f3e5ebd9,1,50fd2b788dc166edd20512370dac54df,8b321bb669392f5163d04c59e235e066,1/18/2018 9:11,21.9,15.1
5acce57f8d9dfd55fa48e212a641a69d,1,b10eba910a974df70b8a12d0665cdb9e,a3e9a2c700480d9bb01fba070ba80a0e,1/23/2018 3:35,39,16.11
434d158e96bdd6972ad6e6d73ddcfd22,1,4089861a1bd4685da70bddd6b4f974f1,a35124e2d763d7ca3fbe3b97d143200f,5/5/2017 10:05,49.75,20.8
7206b86ea789983f7a273ea7fa0bc2a8,1,fe59a1e006df3ac42bf0ceb876d70969,25c5c91f63607446a97b143d2d535d31,4/24/2017 22:25,809.1,44.29
1e7aff52cdbb2451ace09d0f848c3699,1,c6dd917a0be2a704582055949915ab32,7a67c85e85bb2ce8582c35f2203ad736,2/13/2018 19:10,99.99,13.72
6ea2f835b4556291ffdc53fa0b3b95e8,1,28b4eced95a52d9c437a4caf9d311b95,77530e9772f57a62c906e1c21538ab82,3/12/2018 6:50,59.9,19.95
948097deef559c742e7ce321e5e58919,1,0b0172eb0fd18479d29c3bc122c058c2,5656537e588803a555b8eb41f07a944b,1/4/2018 2:33,24.89,17.63
d22e9fa5731b9e30e8b27afcdc2f8563,2,0b0172eb0fd18479d29c3bc122c058c2,5656537e588803a555b8eb41f07a944b,1/4/2018 2:33,24.89,17.63
ee64d42b8cf066f35eac1cf57de1aa85,3,0b0172eb0fd18479d29c3bc122c058c2,5656537e588803a555b8eb41f07a944b,1/4/2018 2:33,24.89,17.63
6ebaec694d7025e2ad4a05dba887c032,1,dbaee28f4ee64465838a229582d77520,ffc470761de7d0232558ba5e786e57b7,7/10/2018 2:51,54,8.54
d17dc4a904426827ca80f2ccb3a6be56,1,dbb67791e405873b259e4656bf971246,9c0e69c7bf2619675bbadf47b43f655a,4/2/2018 17:50,81.99,13.01
25f4376934e13d3508486352e11a5db0,1,84f456958365164420cfc80fbe4c7fab,4a3ca9315b744ce9f8e9374361493884,11/29/2017 22:38,99,13.71
5820a1100976432c7968a52da59e9364,1,e67307ff0f15ade43fcb6e670be7a74c,f4aba7c0bca51484c30ab7bdc34bcdd1,5/18/2017 17:35,18.99,7.78
2ce1ad82022c1ba30c2079502ac725aa,2,e67307ff0f15ade43fcb6e670be7a74c,f4aba7c0bca51484c30ab7bdc34bcdd1,5/18/2017 17:35,18.99,7.78
138849fd84dff2fb4ca70a0a34c4aa1c,1,30c01cc81c9eb80469371743813789cc,f45122a9ab94eb4f3f8953578bc0c560,5/25/2017 2:15,38.33,16.79
47aa4816b27ba60ec948cd019cc1afc1,1,777d2e438a1b645f3aec9bd57e92672c,4a3ca9315b744ce9f8e9374361493884,2/1/2017 13:17,69.9,18
9faeb9b2746b9d7526aef5acb08e2aa0,1,884fa3cd42986ba480ea2f8ae4e25ff7,3340ef1913fb70d28420f6ceb685c339,3/23/2017 11:47,195,18.21
641fb0752bf5b5940c376b3a8bb9dc52,1,bdcf6a834e8faa30dac3886c7a58e92e,2a84855fd20af891be03bc5924d2b453,5/22/2018 10:59,35.9,15.2
e425680f760cbc130be3e53a9773c584,1,a5341e3f8155dbb3e62323d3ea289729,ff063b022a9a0aab91bad2c9088760b7,12/4/2017 9:58,79.5,21.05
40c5e18f7d112b59b3e5113a59a905b3,1,e19ddcc85537b41f22116c8d5425ef46,8a32e327fe2c1b3511609d81aaf9f042,8/21/2017 3:03,29.99,15.1
734e7d1bbaeb2ff82521ca0fe6fb6f79,1,e6b6e13cf71449a457269f425b89dc74,b2ba3715d723d245138f291a6fe42594,4/26/2018 12:30,109.9,13.21
66e4624ae69e7dc89bd50222b59f581f,1,13fcfc313dfb2217e5ee3000a702f9ef,c3cfdc648177fdbbbb35635a37472c53,4/10/2018 16:50,74.9,16.49
a685d016c8a26f71a0bb67821070e398,1,4e3f399366b0047a572b6682f9bb166e,5f3ae9136c875522250f8184f253413a,4/2/2018 16:35,14.95,18.23
2edfd6d1f0b4cd0db4bf37b1b224d855,1,18901878788fec7ddc55e64d1ace8187,e8b4225284fbb02d16f200513f1f395d,5/14/2018 22:14,149.9,43.11
68873cf91053cd11e6b49a766db5af1a,1,0c4d0a08f95c7b7dc5dc7402bfdafd4c,9f505651f4a6abe901a56cdc21508025,1/3/2018 17:59,19.99,14.1
f346ad4ee8f630e5e4ddaf862a34e6dd,1,35537536ed2b4c561b4018bf3abf54e0,955fee9216a65b617aa5c0531780ce60,7/10/2018 9:30,390,29.39
8f06cc6465925031568537b815f1198d,1,fe077ec80df6b4ee60bb4498d5ab1962,87142160b41353c4e5fca2360caf6f92,3/7/2018 2:49,135,21.75
ccbabeb0b02433bd0fcbac46e70339f2,1,430d215740da7fdda91cc938f8fd92f6,0887a9f087bcd5d9f6642b52f897fc6c,2/6/2017 21:18,104,16.43
688052146432ef8253587b930b01a06d,1,892832da5b05b0f54578e1f14f193c22,12b9676b00f60f3b700e83af21824c0e,11/10/2017 21:26,149,15.8
f271576bed568e896f99eb710cd3a6f8,1,6490b9f63b0b595e1c1402b46b0f50ad,99eaacc9e6046db1c82b163c5f84869f,12/4/2017 3:32,279.9,13.46
686541986ecfb7d9296eb67719973bf0,1,71c89e9d8fa274b017279aa322cd0e19,8f78f0903005064036736c7173a5c2ed,2/27/2018 11:55,44.9,23.22
68e48e68da1f50f7c5838ea75e3a20dd,1,df3655ac9aa8c6cbfa63bdd8d3b09c50,ea8482cd71df3c1969d7b9473ff13abc,7/26/2018 17:44,37.99,19.18
b52cc4919de82b4d696a4380d10804a3,1,059344baebbeaa42fa9f2bbe11b1583e,955fee9216a65b617aa5c0531780ce60,8/21/2018 3:35,29.99,15.31
fdf128b3630c21adc9ca4fb8a51b68ec,1,d9bdf643d95cb89844c0da1a0df1d16e,058fd0aa2bfdb2274e05e1ae971dabb6,12/22/2017 15:51,120,15.59
a6aeb116d2cb5013eb8a94585b71ffef,1,7614c62b86a81021243e438cfde78ccc,900ba814c251a692506d7834c1218441,9/3/2018 3:50,492.75,21.62
fa516182d28f96f5f5c651026b0749ee,1,01c666c82f414c762ad21bffa56e8b49,d3dcf0604eabf0224fbd5948b5e02f69,5/8/2018 12:14,94.9,18.54
6abaad69b8b349c3a529b4b91ce18e46,1,c2ece64199af7a53793ed9612a89a8cd,6c7d50c24b3ccd2fd83b44d8bb34e073,2/22/2018 19:46,88.34,21.11
974c1993ab8024d3ed16229183c2308d,1,cc47c0863559499f01b4cad750929d10,7a67c85e85bb2ce8582c35f2203ad736,6/26/2017 22:10,199.99,65.56
82bce245b1c9148f8d19a55b9ff70644,1,a6f449f6257f26e556013151cee46b4b,b1a81260566c1bac3114a6d124413f27,3/15/2018 10:35,99.9,19.67
a910f58086d58b3ae6f37aa712d377b9,1,2d9ff06c8870a518f5f6909774e140fb,00720abe85ba0859807595bbf045a33b,5/21/2018 17:32,78,8.9
bd4bd0194d6d29f83b8557d4b89b572a,2,2d9ff06c8870a518f5f6909774e140fb,00720abe85ba0859807595bbf045a33b,5/21/2018 17:32,78,8.9
634e8f4c0f6744a626f77f39770ac6aa,1,97c58626cc3e15d514d2095f69650220,fe2032dab1a61af8794248c8196565c9,11/27/2017 3:47,155,14.84
6d25592267349b322799e2beb687871e,1,d54c5b81fc2b38707588dd4eddc7c594,0241d4d5d36f10f80c644447315af0bd,7/4/2018 17:11,249.9,34.23
b8801cccd8068de30112e4f49903d74a,1,9eae06d51aaa383b2bed5547a19d581c,1835b56ce799e6a4dc4eddc053f04066,3/27/2018 13:15,53.98,23.31
2711a938db643b3f0b62ee2c8a2784aa,1,d41dc2f2979f52d75d78714b378d4068,7299e27ed73d2ad986de7f7c77d919fa,8/10/2017 9:30,8.99,32.57
3bc77ce8be27211bac313c2daa402d1a,2,880be32f4db1d9f6e2bec38fb6ac23ab,fa40cc5b934574b62717c68f3d678b6d,8/10/2017 9:30,44.9,7.16
10c320f977c6a18f91b2d14be13128c6,1,ae27a5524edb2c8dc4656c670f458fb7,8e6cc767478edae941d9bd9eb778d77a,11/29/2017 23:13,60.6,17.67
0a4a2fccb27bd83a892fa503987a595b,1,bd7cab8de4d7943286634023cc06f8ff,855668e0971d4dfd7bef1b6a4133b41b,4/6/2018 17:10,225,67.24
e4de6d53ecff736bc68804b0b6e9f635,1,c8e7c2ef329fcda4a233e7e2f8bb8b7d,a2deecd5398f5df4987110c80a1972a3,8/17/2018 15:04,39.9,15.38
6b860b35691d486e45dc98e3514ec5f6,1,54e5063e43f27f747d592eb24e913150,0dd184061fb0eaa7ca37932c68ab91c5,4/17/2018 9:12,76,34.07
ec341c54a5ebf8ee0a67a8632aa7579b,1,08279c494018541f71443c07d77560f8,e333046ce6517bd8bb510291d44f0130,3/15/2018 19:28,159,27.19
cadbb3657dac2dbbd5b84b12e7b78aad,1,2b939dc9b176d7fa21594d588815d4a4,dbc22125167c298ef99da25668e1011f,5/24/2017 19:22,102.9,14.45
9defaf92cff22420e4e8ef7784815a55,2,2b939dc9b176d7fa21594d588815d4a4,dbc22125167c298ef99da25668e1011f,5/24/2017 19:22,102.9,14.45
20e0101b20700188cadb288126949685,1,87b08e712cc4c9fe70984c5a24b29e2f,f00e21b1e91a79653163b7fd8f293ff1,7/28/2017 3:45,63.9,16.89
0e782c3705510e717d28907746cbda82,1,e1bf2f209fd2b08e1af3ed71732d9008,70c27847eca8195c983ed7e798c56743,5/2/2018 22:10,168.8,8.21
d3d6788577c9592da441752e8a1dd5e3,1,1f9799a175f50c9fa725984775cac5c5,cfb1a033743668a192316f3c6d1d2671,9/29/2017 17:50,59.9,9.94
86f21bf63784876b9fd6d35f46581d72,2,13944d17b257432717fd260e69853140,cfb1a033743668a192316f3c6d1d2671,9/29/2017 17:50,59.9,9.94
8447ff843b2616c50c0ced28ab1dae03,1,84904413b82eee333a3f79137e8d197e,23c38debaffe4a25a30fdbd9b586a13f,7/18/2018 4:25,232.75,28.58
f169bd689fb8b32ccd62df9050aebc0b,1,0f2fd0a589cb7849c1dbedbd4109c2f8,516e7738bd8f735ac19a010ee5450d8d,8/23/2018 15:11,48.9,18.44
77e9941864fc840be8e4b1ba5347c0f7,1,8a6187b2665118d5095f99a25fd7ba7a,4a3ca9315b744ce9f8e9374361493884,8/23/2017 1:25,87,12.11
41bb5cee06dbf170878a9ef93ac7e7f5,1,ec02a5d380128f7a188e9ce8f3ddd832,8444e55c1f13cd5c179851e5ca5ebd00,12/12/2017 1:29,131.9,18.54
6a0a8bfbbe700284feb0845d95e0867f,1,71a5f1c2a5fd9889ef26b5ac22aec9c6,537eb890efff034a88679788b647c564,2/27/2018 3:31,19.9,14.1
f7959f8385f34c4f645327465a1c9fc4,1,4c1bbc12438daec98a77243c2bf7a3ba,7c67e1448b00f6e969d365cea6b010ab,8/8/2018 15:10,136.99,66.04
23f553848a03aaab35bb3f9f87725125,1,3a264b078bf20e98f315ff65c23fa263,46dc3b2cc0980fb8ec44634e21d2718e,10/19/2017 1:07,399.99,23.64
e3447938231fb6ba2fee0231b51eca59,1,38fa750a3a3b3204f169c86a3284d387,218d46b86c1881d022bce9c68a7d4b15,2/8/2018 19:50,41,11.85
e346cd9299371b18c0b28e8e29a5e376,1,99e71b776debf2f01a69dce207e3e4f8,c54679b132454625907c773d273d4126,6/21/2018 2:30,69,18.58
a5474c0071dd5d1074e12d417078bbd0,2,99e71b776debf2f01a69dce207e3e4f8,c54679b132454625907c773d273d4126,6/21/2018 2:30,69,18.58
0760a852e4e9d89eb77bf631eaaf1c84,1,62984ea1bba7fcea1f5b57084d3bf885,c3cfdc648177fdbbbb35635a37472c53,7/10/2018 10:51,169.9,33.33
bb7c5cf4dff9994daeab7c8ee9d287aa,1,a4d286543a67e29c930c99cbd7a55a8f,b410bdd36d5db7a65dcd42b7ead933b8,8/22/2018 11:49,119,15.28
66d03fb3c4b0f80b5db04ef9c260336d,1,452f66a0f164cac57802e2cea93188ac,f80edd2c5aaa505cc4b0a3b219abf4b8,8/7/2018 15:05,39.9,18.08
a6cd683d4bd3b9b1f0aa37b27f8116d3,1,fadc89c2a60ff96b18827644074dfd70,53e4c6e0f4312d4d2107a8c9cddf45cd,8/7/2018 20:04,85,12.9
bfe42c22ecbf90bc9f35cf591270b6a7,1,db886bd83f6a076a2caeb7fd02722c35,8e6d7754bc7e0f22c96d255ebda59eba,3/22/2018 18:08,220,8.89
e1da8361c76cab67aa3588a1fbf1af54,1,41402af2a88247152583bb812ba235dd,4869f7a5dfa277a7dca6462dcf3b52b2,11/27/2017 12:15,277,35.74
af5b0604e113e1526593d505a26ef39d,1,3fbc0ef745950c7932d5f2a446189725,06a2c3af7b3aee5d69171b0e14f0ee87,8/22/2018 19:35,66.99,27.75
9d531c565e28c3e0d756192f84d8731f,1,500870614ddcf5bd84f7d26861026c8a,ef506c96320abeedfb894c34db06f478,7/12/2018 10:15,14,50.85
4da3bd761ca73d692ae0f5c252495546,1,656e0eca68dcecf6a31b8ececfabe3e8,0b90b6df587eb83608a64ea8b390cf07,3/5/2018 17:10,85,17.03
80d817467dc3d0a4bb5ab8986c962b1f,2,656e0eca68dcecf6a31b8ececfabe3e8,0b90b6df587eb83608a64ea8b390cf07,3/5/2018 17:10,85,17.03
c75acba615d2db29345327974641467d,1,4bc3ab2ff016887e619e587a993af3bf,7e93a43ef30c4f03f38b393420bc753a,2/12/2018 13:15,229,9.8
210e60465099814a1d2c7635e4065153,1,53b36df67ebb7c41585e8d54d6772e08,7d13fca15225358621be4086e1eb0964,5/15/2018 4:31,99.9,0
8fc207e94fa91a7649c5a5dab690272a,1,3f14d740544f37ece8a9e7bc8349797e,f457c46070d02cadd8a68551231220dd,1/29/2018 0:15,84.9,34.39
4b3a605942f29d490cb74bd6ace6b9f0,1,8b5632d7a4f86bd2f1331355305427e6,624f4ece8da4aafb77699233d480f8ef,5/25/2017 13:25,189,33.91
1c35ac660d7ef6691b25d20df3d6eccb,1,5e21d5cab5d33e770d8150a4ee6117db,6560211a19b47992c3666cc44a7e94c0,10/9/2017 20:50,49,7.78
01a75ac3dd000b7628a684be97c29234,1,d0fb1e667e989933a80444f93da833c0,0be8ff43f22e456b4e0371b2245e4d01,7/10/2018 7:31,37.9,15.37
0c6b011f8a4f87010c23995f5807d152,1,01cf56cd6138b926a4802d16fc304149,06e5eefc71ec47ae763c5c6f8db7064f,5/23/2018 17:15,179.93,16.14
ee0c5c649e17808bc4a363d3a80ebf85,1,9545d45c37449ccbc376de3a04c66e71,431af27f296bc6519d890aa5a05fdb11,8/17/2017 7:15,116.9,13.84
f2fa3795760c35b8c05fa8e2f09d5143,1,86a11a09edde2267675505fc4d56d9b0,3db66a856d18a9cba7c9241fc5221c50,6/19/2018 4:17,94.9,15.51
3923e3ade70348985bd2ca389905cf19,1,19f0917ba5781b978298ffcd9ae225c1,43f8c9950d11ecd03a0304a49e010da6,6/6/2018 19:35,121.99,15.73
e37797aedc7cd4ef82278fbc169eecaf,1,ff6caf9340512b8bf6d2a2a6df032cfa,38e6dada03429a47197d5d584d793b41,10/2/2017 15:49,7.79,7.78
35660aec0cc42b6257e24281ee0e6255,1,9df0e8a7eef2a38b74e6d5c0e224b11f,7c67e1448b00f6e969d365cea6b010ab,10/3/2017 22:46,179.99,85.97
b01875821b8dcb6abc61776f0f971bce,1,a9c404971d1a5b1cbc2e4070e02731fd,702835e4b785b67a084280efca355756,2/17/2017 16:18,7.6,10.96
5164933efe0cd14f31424b9badf81f19,1,389d119b48cf3043d311335e499d9c6b,1f50f920176fa81dab994f9023523100,1/5/2018 12:48,49.9,17.6
06a6627d9cc91a04e9d146bf65fee0a2,1,c589625c8ccc7bfd2e8f1fb041e24c4a,c70c1b0d8ca86052f45a432a38b73958,7/10/2018 5:31,110.32,8.03
15bed8e2fec7fdbadb186b57c46c92f2,1,8c5876b1c7768217964f353bc7e64393,0db783cfcd3b73998abc6e10e59a102f,12/29/2017 20:48,49,11.85
5447160f15621601fa9ba2b94f4906b3,1,cd71c76f5ab15f51f24fb214fc42d8ab,620c87c171fb2a6dd6e8bb4dec959fc6,6/14/2018 18:52,159.9,61.18
01855f880aae9a984c7c33b26fcf2e02,1,28a652ff04e43c1bc57937a9f8770f9b,3d871de0142ce09b7081e2b9d1733cb1,12/27/2017 11:10,120,27.39
65312c6e4ce03c0fb633a4ac541949d8,1,0c753fe6a58dfa7a27bda5de76e779c3,7586919161935337bf6b6d7ff5779648,8/8/2017 15:45,21.5,11.98
741fd1b80f015f170a7f458cf86769b8,1,5a848e4ab52fd5445cdc07aab1c40e48,c826c40d7b19f62a09e2d7c5e7295ee2,3/6/2018 9:29,122.99,15.61
b16cec67cb3f5a4bb31abe8988b43d19,1,68c923fddf7f83316b53252eaf830724,7a67c85e85bb2ce8582c35f2203ad736,11/30/2017 14:16,72.99,19.75
e6190dea235662449d160357e46eaec8,1,601a360bd2a916ecef0e88de72a6531a,7a67c85e85bb2ce8582c35f2203ad736,6/15/2017 10:02,129.99,13.93
8eeda294fab8a5ed70259afb59a10ff8,1,84f456958365164420cfc80fbe4c7fab,4a3ca9315b744ce9f8e9374361493884,2/12/2018 18:30,92,17.89
89165e6d4c28047da0adf13ac8b3e1b3,2,84f456958365164420cfc80fbe4c7fab,4a3ca9315b744ce9f8e9374361493884,2/12/2018 18:30,92,17.89
f376081d7c5f1767fbc7fae2d19ca32e,1,0c4a0f8ab44f9acd2d04e7024f9ba362,7210cd29727d674c00741e5e387b3ccd,8/14/2018 22:15,33.89,8.4
4b87488fb6269f8321508923b95da4d6,2,0c4a0f8ab44f9acd2d04e7024f9ba362,7210cd29727d674c00741e5e387b3ccd,8/14/2018 22:15,33.89,8.4
e9ce52cd563d0124dced659e69eab10a,3,0c4a0f8ab44f9acd2d04e7024f9ba362,7210cd29727d674c00741e5e387b3ccd,8/14/2018 22:15,33.89,8.4
9344ccd01ff5fa7ec2aef0ee7e1c49c3,4,0c4a0f8ab44f9acd2d04e7024f9ba362,7210cd29727d674c00741e5e387b3ccd,8/14/2018 22:15,33.89,8.4
f4471dae8c482f51aa1826cd9f5d4433,1,d1c427060a0f73f6b889a5c7c61f2ac4,a1043bafd471dff536d0c462352beb48,2/25/2018 22:47,149,40.37
aeb4c9d05ab11d7c6c9ca24f8c43bd70,1,41eee23c25f7a574dfaf8d5c151dbb12,e5a3438891c0bfdb9394643f95273d8e,1/25/2018 9:07,20.3,16.79
33a3edb84b9df4cb49546859b990ac6d,1,8695c431b31927efef5343e675f279e7,fe2032dab1a61af8794248c8196565c9,5/25/2017 21:10,179.9,15.01
9885fff91f7c807525f8320e5292a3db,2,8695c431b31927efef5343e675f279e7,fe2032dab1a61af8794248c8196565c9,5/25/2017 21:10,179.9,15.01
e7a65190baa4e6fd192246157c0b81fb,1,d9c01b484ada6a360c2715a08fdf1568,7202e2ba20579a9bd1acb29e61fe71f6,7/27/2017 19:27,109.9,12.27
62a12e4d2a742b2491d7c00d2d79bf52,1,bd6e8cf9fe4122c385da2bcb9f979d5d,4e922959ae960d389249c378d1c939f5,8/29/2017 16:04,89,25.9
90349f264a3d6a2525a34598d09dda6b,1,2948658cb6abc82847412be7201bfc4c,955fee9216a65b617aa5c0531780ce60,4/16/2018 18:15,120,13.75
95cf9f239f724799131f7ca949209bd9,1,7e6c4a0bf900e259f50ba63331fd2785,6560211a19b47992c3666cc44a7e94c0,2/15/2018 18:10,75,14.28
04a59fe46fc5aa341da5378c195ed53c,1,381169576b9f3c083a1c3261da161a3b,8c16d1f32a54d92897cc437244442e1b,4/13/2017 13:50,46.86,14.52
86b37610c0e86e94afe3d5ba4b73fa14,1,7e97894cc00196a56d6ec315c68b2353,7008613ea464bad5cb9b83456e1e6a8f,4/20/2017 16:45,96,14.84
5c2d1d55c31db1cbe069dc9b6454b897,1,fb7a100ec8c7b34f60cec22b1a9a10e0,d98eec89afa3380e14463da2aabaea72,10/24/2017 12:28,49.99,18.12
1d067305b599c1e0dceb3864056ea527,2,4c3ae5db49258df0784827bdacf3b396,d98eec89afa3380e14463da2aabaea72,10/24/2017 12:28,24.99,13.58
abc5ec9ecaec740b498a37f19c29a8c0,3,4c3ae5db49258df0784827bdacf3b396,d98eec89afa3380e14463da2aabaea72,10/24/2017 12:28,24.99,13.58
6942b8da583c2f9957e990d028607019,1,03bb24d19ea7449ce170e0888d830707,e9bc59e7b60fc3063eb2290deda4cced,3/1/2018 2:09,120.1,16.6
c3cb4c7c4b963ab08b07a5dca5baf05d,1,f9259c9e7c0f12c70f7a81409680a5ff,3db66a856d18a9cba7c9241fc5221c50,3/8/2018 14:50,69.9,16.25
af66c46c49bdb3bf2f862efb1eb67d81,1,32a8448d1612773bcfd0c5a8dd235e4e,86ccac0b835037332a596a33b6949ee1,11/8/2017 2:31,39.9,54.02
14e6e050a57912543937e93051cc7b2c,1,3d514fecadf6cef40a2a32a3c20cd1c8,23d7c96d4a1160db1c726b248601b25a,8/3/2018 13:50,159.9,20.31
cefa8ee1540139ac77fa0c1b4ff1f04b,1,f819f0c84a64f02d3a5606ca95edd272,7d13fca15225358621be4086e1eb0964,3/15/2018 2:30,540,16.22
265f4e28ef8cf69f8445e2951bbe7343,1,fa11ecd35f999783e96ac500532d9d45,2e90cb1677d35cfe24eef47d441b7c87,9/14/2017 21:55,189.9,31.17
34276839abbc2d596eb36540d36c624c,1,7d187801885842645486f00fb166f378,d91fb3b7d041e83b64a00a3edfb37e4f,3/1/2018 14:51,14.9,8.27
