order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
2807d0e504d6d4894d41672727bc139f,2938121a40a20953c43caa8c98787fcb,delivered,2018-02-03 20:37:00,2018-02-03 20:50:00,2018-02-05 22:37:00,2018-02-08 16:13:00,2018-02-21 00:00:00
95266dbfb7e20354baba07964dac78d5,237098a64674ae89babdc426746260fc,delivered,2018-01-08 07:55:00,2018-01-08 08:07:00,2018-01-24 23:16:00,2018-01-26 17:32:00,2018-02-21 00:00:00
f3e7c359154d965827355f39d6b1fdac,cb721d7b4f271fd87011c4c83462c076,delivered,2018-08-09 11:44:00,2018-08-10 03:24:00,2018-08-10 12:29:00,2018-08-13 18:24:00,2018-08-17 00:00:00
fbf9ac61453ac646ce8ad9783d7d0af6,f681356046d9fde60e70c73a18d65ea2,delivered,2018-02-20 23:46:00,2018-02-22 02:30:00,2018-02-26 22:25:00,2018-03-21 22:03:00,2018-03-12 00:00:00
acce194856392f074dbf9dada14d8d82,167bd30a409e3e4127df5a9408ebd394,delivered,2018-06-04 00:00:00,2018-06-05 00:35:00,2018-06-05 13:24:00,2018-06-16 15:20:00,2018-07-18 00:00:00
dd78f560c270f1909639c11b925620ea,6e359a57a91f84095cc64e1b351aef8c,delivered,2018-03-12 01:50:00,2018-03-12 03:28:00,2018-03-12 21:06:00,2018-03-21 14:41:00,2018-03-28 00:00:00
91b2a010e1e45e6ba3d133fa997597be,e0eea8f69a457b3f1fa246e44c9ebefd,delivered,2018-05-02 11:45:00,2018-05-03 12:55:00,2018-05-10 16:16:00,2018-05-16 20:56:00,2018-05-23 00:00:00
ecab90c9933c58908d3d6add7c6f5ae3,e3109970a3fe8021d5ff82c577ce5606,delivered,2018-02-25 13:50:00,2018-02-25 14:47:00,2018-02-26 22:28:00,2018-03-27 23:29:00,2018-04-13 00:00:00
f70a0aff17df5a6cdd9a7196128bd354,261cb4f92498ca05d5bd1a327a261d9c,delivered,2017-08-10 11:58:00,2017-08-12 02:45:00,2017-08-17 15:35:00,2017-08-18 14:28:00,2017-08-23 00:00:00
1790eea0b567cf50911c057cf20f90f9,6f92779347724b67e44e3224f3b4cffd,delivered,2018-04-16 21:15:00,2018-04-16 22:10:00,2018-04-18 13:05:00,2018-05-05 12:28:00,2018-05-15 00:00:00
989225ba6d0ebd5873335f7e01de2ae7,2d5831cb2dff7cdefba62e950ae3dc7b,delivered,2017-12-12 13:56:00,2017-12-14 13:54:00,2017-12-16 00:18:00,2018-01-03 18:03:00,2018-01-08 00:00:00
d887b52c6516beb39e8cd44a5f8b60f7,b2bed119388167a954382cca36c4777f,delivered,2018-02-03 12:38:00,2018-02-03 12:50:00,2018-02-05 21:26:00,2018-02-22 00:07:00,2018-03-07 00:00:00
b276e4f8c0fb86bd82fce576f21713e0,469634941c27cd844170935a3cf60b95,delivered,2018-07-29 23:34:00,2018-07-29 23:45:00,2018-07-30 14:43:00,2018-07-31 22:48:00,2018-08-06 00:00:00
8563039e855156e48fccee4d611a3196,df0aa5b8586495e0ddf6b601122e43a1,delivered,2018-02-17 15:59:00,2018-02-17 16:15:00,2018-02-20 23:03:00,2018-03-20 00:59:00,2018-03-20 00:00:00
60550084e6b4c0cb89a87df1f3e5ebd9,41c8f4b570869791379a925899a6af8a,delivered,2018-02-21 18:15:00,2018-02-23 02:10:00,2018-02-27 18:52:00,2018-03-13 23:58:00,2018-03-29 00:00:00
5acce57f8d9dfd55fa48e212a641a69d,54f755c3fd2709231f9964a1430c5218,delivered,2017-07-31 21:37:00,2017-08-02 02:56:00,2017-08-03 18:32:00,2017-08-08 21:24:00,2017-08-22 00:00:00
434d158e96bdd6972ad6e6d73ddcfd22,4c06b42fbf7b97ab10779cda5549cd1c,delivered,2018-06-01 12:23:00,2018-06-05 03:35:00,2018-06-08 11:49:00,2018-06-18 21:32:00,2018-07-17 00:00:00
7206b86ea789983f7a273ea7fa0bc2a8,b6368ca0f56d4632f44d58ca431487b2,delivered,2018-03-26 17:12:00,2018-03-26 17:28:00,2018-03-28 17:22:00,2018-04-05 22:11:00,2018-04-12 00:00:00
1e7aff52cdbb2451ace09d0f848c3699,4a0e66fd30684aa1409cd1b66fec77cc,delivered,2017-05-19 18:53:00,2017-05-19 19:05:00,2017-05-22 10:16:00,2017-05-31 13:58:00,2017-06-12 00:00:00
6ea2f835b4556291ffdc53fa0b3b95e8,c168abb9077b7821adae01dc1f0886c5,delivered,2017-11-24 21:27:00,2017-11-25 00:21:00,2017-12-13 21:14:00,2017-12-28 18:59:00,2017-12-21 00:00:00
948097deef559c742e7ce321e5e58919,a3b0fda37bae14cf754877bed475e80c,delivered,2017-08-04 17:10:00,2017-08-04 17:25:00,2017-08-07 17:52:00,2017-08-12 14:08:00,2017-09-01 00:00:00
d22e9fa5731b9e30e8b27afcdc2f8563,0ccd415657ae8a6cd1c71b00155a019e,delivered,2018-08-04 23:25:00,2018-08-04 23:35:00,2018-08-06 15:03:00,2018-08-13 23:34:00,2018-09-13 00:00:00
ee64d42b8cf066f35eac1cf57de1aa85,c532a74a3ebf1bacce2e2bcce3783317,shipped,2018-06-04 16:44:00,2018-06-05 04:31:00,2018-06-05 14:32:00,,2018-06-28 00:00:00
6ebaec694d7025e2ad4a05dba887c032,19cecb194f54e614b70d971306a9931b,delivered,2017-05-18 13:55:00,2017-05-18 14:05:00,2017-05-19 12:01:00,2017-05-29 12:47:00,2017-06-09 00:00:00
d17dc4a904426827ca80f2ccb3a6be56,f34a6e874087ec1f0e3dab9fdf659c5d,delivered,2017-05-14 20:28:00,2017-05-14 20:42:00,2017-05-16 08:17:00,2017-05-25 09:14:00,2017-06-12 00:00:00
25f4376934e13d3508486352e11a5db0,c132855c926907970dcf6f2bf0b33a24,delivered,2018-05-17 16:59:00,2018-05-18 01:17:00,2018-05-18 13:02:00,2018-05-21 15:22:00,2018-05-25 00:00:00
5820a1100976432c7968a52da59e9364,df85b96ba2ce3e49bde101b1614f52ac,delivered,2018-07-29 11:24:00,2018-07-29 11:44:00,2018-07-30 13:47:00,2018-08-02 22:09:00,2018-08-13 00:00:00
2ce1ad82022c1ba30c2079502ac725aa,4d27341acd30a36bca39008ee9bb9050,delivered,2017-08-09 20:19:00,2017-08-11 04:15:00,2017-08-11 17:52:00,2017-08-16 17:16:00,2017-08-31 00:00:00
138849fd84dff2fb4ca70a0a34c4aa1c,d3b6830d18c7de943d1e707d1f061d40,delivered,2018-02-01 14:02:00,2018-02-03 02:53:00,2018-02-06 19:13:00,2018-02-14 13:41:00,2018-02-23 00:00:00
47aa4816b27ba60ec948cd019cc1afc1,79de53946db384e2d7a9bd131792ad17,delivered,2018-06-26 13:42:00,2018-06-27 08:35:00,2018-06-27 13:20:00,2018-07-03 18:37:00,2018-07-20 00:00:00
9faeb9b2746b9d7526aef5acb08e2aa0,a562ab1e728449e3461829dfe2e36f73,delivered,2018-07-26 14:39:00,2018-07-26 14:55:00,2018-07-27 12:04:00,2018-07-31 22:26:00,2018-08-16 00:00:00
641fb0752bf5b5940c376b3a8bb9dc52,b64ed91eab98972150bdaf77ca921934,delivered,2017-12-15 00:06:00,2017-12-15 00:14:00,2017-12-19 01:58:00,2018-01-03 15:09:00,2018-01-16 00:00:00
e425680f760cbc130be3e53a9773c584,8247b5583327ab8be19f96e1fb82f77b,delivered,2017-08-31 08:15:00,2017-08-31 08:30:00,2017-08-31 20:06:00,2017-09-04 20:59:00,2017-09-20 00:00:00
40c5e18f7d112b59b3e5113a59a905b3,8fcaa9368903f3a9a28aeaff28c14638,delivered,2018-06-11 10:25:00,2018-06-11 10:58:00,2018-06-14 13:03:00,2018-06-19 00:31:00,2018-07-16 00:00:00
734e7d1bbaeb2ff82521ca0fe6fb6f79,a9b0d1c26105279e1b8edc63d06bd668,delivered,2018-06-11 08:18:00,2018-06-11 08:31:00,2018-06-11 14:54:00,2018-06-14 21:32:00,2018-07-05 00:00:00
66e4624ae69e7dc89bd50222b59f581f,aa9f03ecd3728c9bd12e6d962c66c7cb,delivered,2018-03-09 14:50:00,2018-03-09 15:40:00,2018-03-15 00:31:00,2018-04-03 13:28:00,2018-04-02 00:00:00
a685d016c8a26f71a0bb67821070e398,230c0d740401730c7197d16376893525,delivered,2017-03-13 18:14:00,2017-03-13 18:14:00,2017-03-22 14:03:00,2017-04-06 13:37:00,2017-03-30 00:00:00
2edfd6d1f0b4cd0db4bf37b1b224d855,a905baa530258422594f1b05615bd225,delivered,2017-06-13 21:11:00,2017-06-15 03:05:00,2017-06-16 14:55:00,2017-06-19 18:51:00,2017-07-06 00:00:00
68873cf91053cd11e6b49a766db5af1a,4fa19f7da692e6bf9602aaad3c372eda,delivered,2017-11-30 22:02:00,2017-12-02 02:51:00,2017-12-04 22:07:00,2017-12-05 20:28:00,2017-12-18 00:00:00
f346ad4ee8f630e5e4ddaf862a34e6dd,03f846ad03437d864a8d2a22976dcafe,delivered,2018-08-05 13:09:00,2018-08-05 13:24:00,2018-08-06 13:41:00,2018-08-10 18:35:00,2018-08-15 00:00:00
8f06cc6465925031568537b815f1198d,de4e13fd7d6469c5ada77d0843c55e42,delivered,2017-11-15 11:31:00,2017-11-15 11:46:00,2017-11-16 22:03:00,2017-11-22 22:41:00,2017-12-05 00:00:00
ccbabeb0b02433bd0fcbac46e70339f2,8276de07ef25225d412b8462d73f8664,delivered,2018-02-19 20:31:00,2018-02-21 06:15:00,2018-02-22 21:04:00,2018-03-09 22:22:00,2018-03-13 00:00:00
688052146432ef8253587b930b01a06d,cc32707d2e2f7c92ab449f9b28154809,delivered,2018-04-22 08:48:00,2018-04-24 18:25:00,2018-04-23 19:19:00,2018-04-24 19:31:00,2018-05-15 00:00:00
f271576bed568e896f99eb710cd3a6f8,a02f66c3af7b16eec19ddcd98b645fe3,delivered,2018-01-07 21:44:00,2018-01-07 21:51:00,2018-01-10 21:56:00,2018-01-17 20:26:00,2018-02-14 00:00:00
686541986ecfb7d9296eb67719973bf0,26acee41e2f75689a5615892f06ea0bd,delivered,2018-02-10 13:26:00,2018-02-10 13:35:00,2018-02-14 20:47:00,2018-02-20 22:13:00,2018-03-12 00:00:00
68e48e68da1f50f7c5838ea75e3a20dd,f64cdee66599119324ce57a97e43700d,delivered,2018-06-18 16:02:00,2018-06-18 17:00:00,2018-06-19 15:55:00,2018-06-22 21:18:00,2018-07-13 00:00:00
b52cc4919de82b4d696a4380d10804a3,7ab7a537b678b6dd73d825ff6ee7be9d,delivered,2018-06-13 13:47:00,2018-06-15 02:37:00,2018-06-15 14:22:00,2018-06-18 22:32:00,2018-06-26 00:00:00
fdf128b3630c21adc9ca4fb8a51b68ec,7300450cedf7e4c35c243c4a03c1e8a6,delivered,2018-07-15 08:33:00,2018-07-16 14:31:00,2018-07-17 15:33:00,2018-07-24 16:41:00,2018-08-02 00:00:00
a6aeb116d2cb5013eb8a94585b71ffef,4c7241af24b5344cb01fe687643de4fe,delivered,2017-09-13 14:27:00,2017-09-13 14:44:00,2017-09-15 18:42:00,2017-09-16 15:40:00,2017-09-25 00:00:00
fa516182d28f96f5f5c651026b0749ee,97e126f19a6f04b3462619f36862bcd2,delivered,2018-04-13 08:44:00,2018-04-13 13:30:00,2018-04-13 22:19:00,2018-04-19 20:41:00,2018-05-08 00:00:00
6abaad69b8b349c3a529b4b91ce18e46,6d27a9361e591da38c87a5e70253f3f2,delivered,2018-02-15 10:33:00,2018-02-15 10:47:00,2018-02-20 14:15:00,2018-02-24 19:15:00,2018-03-07 00:00:00
974c1993ab8024d3ed16229183c2308d,6810c3dc47f641181fcc7f73275c3d19,delivered,2017-02-20 11:45:00,2017-02-22 03:10:00,2017-02-23 06:47:00,2017-03-09 14:27:00,2017-03-21 00:00:00
82bce245b1c9148f8d19a55b9ff70644,b514422efcf14bef34858a0829bef189,delivered,2017-04-20 17:15:00,2017-04-21 05:15:00,2017-04-24 09:34:00,2017-05-10 09:17:00,2017-05-12 00:00:00
a910f58086d58b3ae6f37aa712d377b9,0aae2862f8eac77f10a34f44860720ac,delivered,2017-09-15 09:19:00,2017-09-15 09:35:00,2017-09-18 18:20:00,2017-09-25 20:14:00,2017-10-11 00:00:00
bd4bd0194d6d29f83b8557d4b89b572a,6c9a5923526346cbc0bd7bbd92269c01,delivered,2018-07-28 16:52:00,2018-07-31 03:50:00,2018-08-01 16:01:00,2018-08-06 18:44:00,2018-08-08 00:00:00
634e8f4c0f6744a626f77f39770ac6aa,1b2cb35b19b40b61f953d32ea157b337,delivered,2017-08-09 18:32:00,2017-08-09 18:45:00,2017-08-10 20:21:00,2017-08-16 18:17:00,2017-08-31 00:00:00
6d25592267349b322799e2beb687871e,12d1b4294fef21016c9614eb31e55e15,delivered,2018-08-26 22:04:00,2018-08-28 04:10:00,2018-08-28 12:56:00,2018-08-29 12:40:00,2018-08-30 00:00:00
b8801cccd8068de30112e4f49903d74a,f6529ffebe6b3440d45d89604a4239ac,delivered,2017-07-30 03:06:00,2017-07-30 03:25:00,2017-07-31 16:42:00,2017-08-01 14:27:00,2017-08-16 00:00:00
2711a938db643b3f0b62ee2c8a2784aa,8264e3518163dd09211870b24a5d741d,delivered,2017-12-22 00:17:00,2017-12-23 02:15:00,2017-12-27 19:54:00,2018-01-09 19:52:00,2018-01-19 00:00:00
3bc77ce8be27211bac313c2daa402d1a,8392e3d4cfeec63f2a8bfea68bf1f91f,delivered,2017-04-06 22:39:00,2017-04-06 22:50:00,2017-04-07 14:54:00,2017-04-11 12:31:00,2017-04-27 00:00:00
10c320f977c6a18f91b2d14be13128c6,38d1cd89306128348ffdf4cc23f3a50a,delivered,2017-05-09 20:48:00,2017-05-09 21:02:00,2017-05-10 11:22:00,2017-05-18 13:22:00,2017-06-01 00:00:00
0a4a2fccb27bd83a892fa503987a595b,91ec76836092bba85d11761078ed7bb5,delivered,2017-04-20 20:42:00,2017-04-20 20:55:00,2017-04-25 08:23:00,2017-05-11 13:07:00,2017-05-25 00:00:00
e4de6d53ecff736bc68804b0b6e9f635,f9dfa0a2934ffbb22e66924952548be8,delivered,2017-10-16 14:56:00,2017-10-17 03:49:00,2017-10-27 22:14:00,2017-11-08 21:25:00,2017-11-21 00:00:00
6b860b35691d486e45dc98e3514ec5f6,5a3260cfde2a918b597dada7ddd247bb,delivered,2017-12-08 09:42:00,2017-12-09 02:49:00,2017-12-11 15:19:00,2017-12-19 18:43:00,2018-01-03 00:00:00
ec341c54a5ebf8ee0a67a8632aa7579b,ee3a81b2771fec5f9e982cdb1b3a4804,delivered,2017-08-26 16:53:00,2017-08-27 17:04:00,2017-08-30 13:26:00,2017-09-08 20:39:00,2017-09-21 00:00:00
cadbb3657dac2dbbd5b84b12e7b78aad,784c407781aa34749a388c9283782b56,delivered,2018-02-27 12:55:00,2018-03-01 02:48:00,2018-03-03 02:27:00,2018-03-16 14:59:00,2018-03-29 00:00:00
9defaf92cff22420e4e8ef7784815a55,3f6ede29d4c69cd3316d2035b6cec1fb,delivered,2018-05-11 13:10:00,2018-05-11 13:36:00,2018-05-16 14:43:00,2018-05-21 16:09:00,2018-06-05 00:00:00
20e0101b20700188cadb288126949685,6bed27564bd99d78d09c1fac13da56fd,delivered,2018-01-22 19:22:00,2018-01-22 19:36:00,2018-01-24 23:32:00,2018-02-15 20:08:00,2018-02-19 00:00:00
0e782c3705510e717d28907746cbda82,670254dd2e886ffe621b3831afb47d7d,delivered,2018-05-01 08:12:00,2018-05-01 08:52:00,2018-05-02 19:01:00,2018-05-04 14:02:00,2018-05-16 00:00:00
d3d6788577c9592da441752e8a1dd5e3,f7cb015ff73be957ee6a30e2577742c5,delivered,2017-09-19 22:17:00,2017-09-20 07:55:00,2017-09-22 17:23:00,2017-10-10 18:43:00,2017-10-13 00:00:00
86f21bf63784876b9fd6d35f46581d72,ea2196dc456ba36fe4f6b81dca4867d4,delivered,2018-04-11 22:32:00,2018-04-11 22:49:00,2018-04-14 00:02:00,2018-04-27 23:14:00,2018-05-21 00:00:00
8447ff843b2616c50c0ced28ab1dae03,09241c552e9fe2420997a6c535e9d408,delivered,2017-12-20 23:45:00,2017-12-22 02:37:00,2017-12-23 13:10:00,2018-01-09 18:14:00,2018-01-22 00:00:00
f169bd689fb8b32ccd62df9050aebc0b,e50a30de3c32f9406a7185f40ce6874d,delivered,2018-04-22 23:23:00,2018-04-24 19:24:00,2018-04-27 13:46:00,2018-04-30 17:57:00,2018-05-07 00:00:00
77e9941864fc840be8e4b1ba5347c0f7,f89c1a6b9c966869e441e55bc14acddc,delivered,2018-08-03 08:59:00,2018-08-03 09:31:00,2018-08-03 10:10:00,2018-08-17 00:49:00,2018-08-27 00:00:00
41bb5cee06dbf170878a9ef93ac7e7f5,23e96758fd640560e9b1fbcda90abfc4,delivered,2018-05-14 08:35:00,2018-05-14 08:52:00,2018-05-16 14:46:00,2018-05-18 14:48:00,2018-06-08 00:00:00
6a0a8bfbbe700284feb0845d95e0867f,369708cabd9831ea6fde670a3b602a92,delivered,2017-11-22 11:32:00,2017-11-22 11:46:00,2017-11-27 13:39:00,2017-12-28 19:43:00,2017-12-11 00:00:00
f7959f8385f34c4f645327465a1c9fc4,5f8b4882b5a4ec7bf6d2107e6cd0cf29,delivered,2017-03-30 07:50:00,2017-03-30 08:05:00,2017-03-30 10:55:00,2017-04-10 02:59:00,2017-04-26 00:00:00
23f553848a03aaab35bb3f9f87725125,ad6891a1937cb8723a2c08ba1ae59873,delivered,2018-06-05 09:10:00,2018-06-05 09:32:00,2018-06-06 15:37:00,2018-06-18 12:36:00,2018-07-23 00:00:00
e3447938231fb6ba2fee0231b51eca59,ae76a4650235ab18764708174f1da31e,delivered,2018-08-26 11:04:00,2018-08-26 11:15:00,2018-08-27 15:52:00,2018-08-28 21:06:00,2018-08-30 00:00:00
e346cd9299371b18c0b28e8e29a5e376,a1b9e0e44dbb043645cd14b00849a705,delivered,2017-05-17 08:36:00,2017-05-17 08:45:00,2017-05-17 10:13:00,2017-05-23 13:32:00,2017-06-06 00:00:00
a5474c0071dd5d1074e12d417078bbd0,443b534d0d27a8aa9a184d4869bcbe7a,delivered,2018-07-30 22:41:00,2018-08-01 02:50:00,2018-08-02 10:35:00,2018-08-03 19:28:00,2018-08-02 00:00:00
0760a852e4e9d89eb77bf631eaaf1c84,126cf4e9fd189d2d64bc9b112fd6a5e8,invoiced,2018-08-03 17:44:00,2018-08-07 06:15:00,,,2018-08-21 00:00:00
bb7c5cf4dff9994daeab7c8ee9d287aa,530220145a68ef57f0cc54faf1061f8c,delivered,2018-03-01 22:14:00,2018-03-02 22:08:00,2018-03-05 17:32:00,2018-03-09 14:48:00,2018-03-26 00:00:00
66d03fb3c4b0f80b5db04ef9c260336d,4cc465bb8ccb079ba561852ffa794668,delivered,2018-02-06 21:09:00,2018-02-06 21:29:00,2018-02-07 17:13:00,2018-02-16 20:24:00,2018-03-07 00:00:00
a6cd683d4bd3b9b1f0aa37b27f8116d3,9b7822c67a91b431e9254007b587214d,delivered,2017-01-28 23:45:00,2017-01-29 01:31:00,2017-02-01 14:25:00,2017-02-10 17:30:00,2017-03-10 00:00:00
bfe42c22ecbf90bc9f35cf591270b6a7,1f6ba909178c5b0e523cabcadb617a4c,delivered,2018-01-27 22:04:00,2018-01-27 22:16:00,2018-02-03 03:56:00,2018-02-09 20:16:00,2018-02-26 00:00:00
e1da8361c76cab67aa3588a1fbf1af54,39c9dc82d5f60eb1ee8bc4fe4aa29dc6,delivered,2017-07-01 15:42:00,2017-07-04 04:10:00,2017-07-04 14:52:00,2017-07-12 20:17:00,2017-07-25 00:00:00
af5b0604e113e1526593d505a26ef39d,560829a36d563e8395cc073071a02bfd,delivered,2017-09-27 12:07:00,2017-09-27 12:26:00,2017-09-29 22:25:00,2017-09-30 17:13:00,2017-10-16 00:00:00
9d531c565e28c3e0d756192f84d8731f,b80adce6a72fc096b80a540312a24a95,delivered,2017-11-28 21:00:00,2017-12-01 09:31:00,2017-12-14 20:37:00,2018-01-23 21:38:00,2017-12-22 00:00:00
4da3bd761ca73d692ae0f5c252495546,eb67e9bd3357fbacdbef99759f919573,delivered,2018-02-01 12:31:00,2018-02-01 12:54:00,2018-02-02 00:39:00,2018-02-02 16:12:00,2018-02-19 00:00:00
80d817467dc3d0a4bb5ab8986c962b1f,70a8cfb1730fd53e5c15f2a62e1e5448,delivered,2018-08-22 16:10:00,2018-08-22 16:25:00,2018-08-23 14:33:00,2018-08-28 14:52:00,2018-09-05 00:00:00
c75acba615d2db29345327974641467d,8891eb5ca0e28df961b2b5b8f3c0eb23,delivered,2018-07-06 23:36:00,2018-07-07 10:10:00,2018-07-10 14:25:00,2018-07-13 17:18:00,2018-08-10 00:00:00
210e60465099814a1d2c7635e4065153,eb03682e1118b3af176b229932bfa8be,delivered,2018-05-09 18:27:00,2018-05-09 18:54:00,2018-05-10 16:07:00,2018-05-22 00:08:00,2018-05-29 00:00:00
8fc207e94fa91a7649c5a5dab690272a,db781c2a257ae6fb647104d94c9af367,delivered,2017-11-26 17:49:00,2017-11-26 17:58:00,2017-11-28 23:17:00,2018-01-20 13:42:00,2017-12-19 00:00:00
4b3a605942f29d490cb74bd6ace6b9f0,fe6d73ac006153a398439253006e5adc,delivered,2017-09-29 09:32:00,2017-09-29 09:44:00,2017-09-29 21:58:00,2017-09-30 16:55:00,2017-10-17 00:00:00
1c35ac660d7ef6691b25d20df3d6eccb,aa0fbd830c89acc3d79d311ff43d0920,delivered,2017-06-27 23:11:00,2017-06-27 23:35:00,2017-06-28 14:28:00,2017-06-29 10:16:00,2017-07-10 00:00:00
01a75ac3dd000b7628a684be97c29234,af9d76931724cedc3b32de0c5aabcc8a,delivered,2018-01-23 10:32:00,2018-01-23 10:59:00,2018-01-26 19:12:00,2018-02-07 14:59:00,2018-02-21 00:00:00
0c6b011f8a4f87010c23995f5807d152,b0964d76975dbc174b623b5a300973d5,delivered,2018-08-20 18:24:00,2018-08-20 18:35:00,2018-08-21 11:53:00,2018-08-28 13:43:00,2018-09-13 00:00:00
ee0c5c649e17808bc4a363d3a80ebf85,bf60fa574e188373d3cb331d04aeb4f1,delivered,2018-01-30 07:51:00,2018-01-30 08:13:00,2018-01-31 15:06:00,2018-02-20 15:25:00,2018-02-21 00:00:00
f2fa3795760c35b8c05fa8e2f09d5143,66cc929741c3d1d277e05b4540bf9a8c,delivered,2018-03-31 14:20:00,2018-04-03 05:10:00,2018-04-05 00:44:00,2018-04-07 00:06:00,2018-05-04 00:00:00
3923e3ade70348985bd2ca389905cf19,e32daa14dfa90eff675034dc7d462cf3,delivered,2018-03-07 23:00:00,2018-03-09 03:00:00,2018-03-14 02:08:00,2018-03-19 18:46:00,2018-03-29 00:00:00
